movie_name,genre_id1,genre_1,genre_id2,genre_2,genre_id3,genre_3,genre_id4,genre_4,genre_id5,genre_5,genre_id6,genre_6,genre_id7,genre_7,genre_id8,genre_8
"Cry, the Beloved Country",18,'Drama',,,,,,,,,,,,,,
Richard III,18,'Drama',10752,'War',,,,,,,,,,,,
Dead Presidents,28,'Action',80,'Crime',18,'Drama',36,'History',,,,,,,,
Restoration,18,'Drama',10749,'Romance',,,,,,,,,,,,
Mortal Kombat,28,'Action',14,'Fantasy',,,,,,,,,,,,
To Die For,14,'Fantasy',18,'Drama',35,'Comedy',53,'Thriller',,,,,,,,
How To Make An American Quilt,18,'Drama',10749,'Romance',,,,,,,,,,,,
Se7en,80,'Crime',9648,'Mystery',53,'Thriller',,,,,,,,,,
Pocahontas,12,'Adventure',16,'Animation',18,'Drama',10751,'Family',,,,,,,,
When Night Is Falling,18,'Drama',10749,'Romance',,,,,,,,,,,,
The Usual Suspects,18,'Drama',80,'Crime',53,'Thriller',,,,,,,,,,
Guardian Angel,28,'Action',53,'Thriller',18,'Drama',,,,,,,,,,
Mighty Aphrodite,35,'Comedy',10749,'Romance',,,,,,,,,,,,
Lamerica,18,'Drama',10769,'Foreign',,,,,,,,,,,,
The Big Green,28,'Action',12,'Adventure',35,'Comedy',10751,'Family',,,,,,,,
Georgia,18,'Drama',,,,,,,,,,,,,,
Kids of the Round Table,,,,,,,,,,,,,,,,
Home for the Holidays,35,'Comedy',18,'Drama',10749,'Romance',,,,,,,,,,
The Postman,35,'Comedy',18,'Drama',10749,'Romance',,,,,,,,,,
The Confessional,53,'Thriller',18,'Drama',9648,'Mystery',,,,,,,,,,
The Indian in the Cupboard,12,'Adventure',10751,'Family',14,'Fantasy',,,,,,,,,,
Eye for an Eye,18,'Drama',53,'Thriller',,,,,,,,,,,,
Mr. Holland's Opus,10402,'Music',18,'Drama',10751,'Family',,,,,,,,,,
Don't Be a Menace to South Central While Drinking Your Juice in the Hood,35,'Comedy',,,,,,,,,,,,,,
Two If by Sea,35,'Comedy',10749,'Romance',,,,,,,,,,,,
Bio-Dome,35,'Comedy',,,,,,,,,,,,,,
Lawnmower Man 2: Beyond Cyberspace,28,'Action',878,'Science,,,,,,,,,,,,
Two Bits,18,'Drama',10751,'Family',,,,,,,,,,,,
French Twist,35,'Comedy',10749,'Romance',,,,,,,,,,,,
Friday,35,'Comedy',,,,,,,,,,,,,,
From Dusk Till Dawn,27,'Horror',28,'Action',53,'Thriller',80,'Crime',,,,,,,,
Fair Game,28,'Action',53,'Thriller',10749,'Romance',,,,,,,,,,
Kicking and Screaming,35,'Comedy',18,'Drama',10749,'Romance',,,,,,,,,,
Les Miserables,18,'Drama',36,'History',,,,,,,,,,,,
Bed of Roses,18,'Drama',10749,'Romance',,,,,,,,,,,,
Big Bully,35,'Comedy',10751,'Family',,,,,,,,,,,,
Screamers,27,'Horror',878,'Science,,,,,,,,,,,,
Nico Icon,99,'Documentary',,,,,,,,,,,,,,
The Crossing Guard,18,'Drama',53,'Thriller',,,,,,,,,,,,
The Juror,18,'Drama',53,'Thriller',,,,,,,,,,,,
The White Balloon,10751,'Family',18,'Drama',,,,,,,,,,,,
Things to Do in Denver When You're Dead,18,'Drama',80,'Crime',,,,,,,,,,,,
Antonia's Line,18,'Drama',35,'Comedy',,,,,,,,,,,,
Once Upon a Time... When We Were Colored,10749,'Romance',18,'Drama',,,,,,,,,,,,
Last Summer in the Hamptons,,,,,,,,,,,,,,,,
Angels and Insects,18,'Drama',10749,'Romance',,,,,,,,,,,,
White Squall,28,'Action',18,'Drama',,,,,,,,,,,,
Dunston Checks In,12,'Adventure',35,'Comedy',10751,'Family',,,,,,,,,,
Black Sheep,35,'Comedy',,,,,,,,,,,,,,
Nick of Time,80,'Crime',18,'Drama',53,'Thriller',,,,,,,,,,
The Journey of August King,18,'Drama',,,,,,,,,,,,,,
Mary Reilly,18,'Drama',27,'Horror',53,'Thriller',10749,'Romance',,,,,,,,
Vampire in Brooklyn,35,'Comedy',27,'Horror',10749,'Romance',,,,,,,,,,
Beautiful Girls,35,'Comedy',18,'Drama',10749,'Romance',,,,,,,,,,
Broken Arrow,28,'Action',12,'Adventure',18,'Drama',53,'Thriller',,,,,,,,
A Midwinter's Tale,35,'Comedy',,,,,,,,,,,,,,
La Haine,18,'Drama',,,,,,,,,,,,,,
Shopping,28,'Action',12,'Adventure',18,'Drama',878,'Science,'','',,,,,,
Heidi Fleiss: Hollywood Madam,99,'Documentary',,,,,,,,,,,,,,
City Hall,18,'Drama',53,'Thriller',,,,,,,,,,,,
Bottle Rocket,35,'Comedy',80,'Crime',18,'Drama',,,,,,,,,,
Mr. Wrong,35,'Comedy',10749,'Romance',,,,,,,,,,,,
Unforgettable,18,'Drama',9648,'Mystery',878,'Science,'','',,,,,,,,
Happy Gilmore,35,'Comedy',,,,,,,,,,,,,,
The Bridges of Madison County,18,'Drama',10749,'Romance',,,,,,,,,,,,
Nobody Loves Me,18,'Drama',35,'Comedy',10751,'Family',,,,,,,,,,
Muppet Treasure Island,28,'Action',35,'Comedy',10402,'Music',10751,'Family',12,'Adventure',,,,,,
Catwalk,99,'Documentary',,,,,,,,,,,,,,
Headless Body in Topless Bar,80,'Crime',,,,,,,,,,,,,,
Braveheart,28,'Action',18,'Drama',36,'History',10752,'War',,,,,,,,
Taxi Driver,80,'Crime',18,'Drama',,,,,,,,,,,,
Rumble in the Bronx,80,'Crime',28,'Action',35,'Comedy',53,'Thriller',,,,,,,,
Before and After,18,'Drama',53,'Thriller',,,,,,,,,,,,
Margaret's Museum,18,'Drama',,,,,,,,,,,,,,
Happiness Is in the Field,35,'Comedy',,,,,,,,,,,,,,
Anne Frank Remembered,99,'Documentary',18,'Drama',10769,'Foreign',,,,,,,,,,
The Young Poisoner's Handbook,35,'Comedy',80,'Crime',18,'Drama',,,,,,,,,,
If Lucy Fell,35,'Comedy',10749,'Romance',,,,,,,,,,,,
Steal Big Steal Little,35,'Comedy',18,'Drama',,,,,,,,,,,,
Race the Sun,28,'Action',12,'Adventure',35,'Comedy',18,'Drama',10751,'Family',,,,,,
The Boys of St. Vincent,18,'Drama',,,,,,,,,,,,,,
Boomerang,35,'Comedy',10749,'Romance',,,,,,,,,,,,
Chungking Express,18,'Drama',35,'Comedy',10749,'Romance',,,,,,,,,,
The Star Maker,18,'Drama',10749,'Romance',,,,,,,,,,,,
Flirting with Disaster,35,'Comedy',10749,'Romance',,,,,,,,,,,,
The Neverending Story III: Escape from Fantasia,14,'Fantasy',,,,,,,,,,,,,,
The Silences of the Palace,18,'Drama',,,,,,,,,,,,,,
Jupiter's Wife,,,,,,,,,,,,,,,,
Pie in the Sky,35,'Comedy',10749,'Romance',,,,,,,,,,,,
Angela,35,'Comedy',18,'Drama',,,,,,,,,,,,
Frankie Starlight,18,'Drama',10749,'Romance',10752,'War',,,,,,,,,,
Jade,28,'Action',53,'Thriller',9648,'Mystery',10749,'Romance',,,,,,,,
Nueba Yol,35,'Comedy',18,'Drama',10749,'Romance',,,,,,,,,,
Sonic Outlaws,10402,'Music',99,'Documentary',,,,,,,,,,,,
Down Periscope,35,'Comedy',,,,,,,,,,,,,,
From the Journals of Jean Seberg,99,'Documentary',,,,,,,,,,,,,,
Man of the Year,35,'Comedy',,,,,,,,,,,,,,
The Neon Bible,18,'Drama',,,,,,,,,,,,,,
Target,,,,,,,,,,,,,,,,
Up Close & Personal,18,'Drama',10749,'Romance',,,,,,,,,,,,
The Birdcage,35,'Comedy',,,,,,,,,,,,,,
Virgin Mary,18,'Drama',,,,,,,,,,,,,,
The Brothers McMullen,35,'Comedy',18,'Drama',10749,'Romance',,,,,,,,,,
Bad Boys,28,'Action',35,'Comedy',80,'Crime',53,'Thriller',,,,,,,,
The Amazing Panda Adventure,28,'Action',12,'Adventure',18,'Drama',10751,'Family',,,,,,,,
The Basketball Diaries,18,'Drama',80,'Crime',,,,,,,,,,,,
An Awfully Big Adventure,10749,'Romance',18,'Drama',35,'Comedy',,,,,,,,,,
Amateur,80,'Crime',35,'Comedy',18,'Drama',53,'Thriller',,,,,,,,
Apollo 13,18,'Drama',,,,,,,,,,,,,,
Rob Roy,12,'Adventure',,,,,,,,,,,,,,
The Addiction,18,'Drama',27,'Horror',,,,,,,,,,,,
Batman Forever,28,'Action',80,'Crime',14,'Fantasy',,,,,,,,,,
Belle de Jour,18,'Drama',10749,'Romance',,,,,,,,,,,,
Beyond Rangoon,18,'Drama',53,'Thriller',,,,,,,,,,,,
Blue in the Face,35,'Comedy',,,,,,,,,,,,,,
Canadian Bacon,28,'Action',35,'Comedy',,,,,,,,,,,,
Casper,14,'Fantasy',35,'Comedy',10751,'Family',,,,,,,,,,
Clockers,9648,'Mystery',80,'Crime',18,'Drama',,,,,,,,,,
Congo,28,'Action',12,'Adventure',18,'Drama',9648,'Mystery',878,'Science,'','',,,,
Crimson Tide,28,'Action',53,'Thriller',18,'Drama',,,,,,,,,,
Crumb,99,'Documentary',,,,,,,,,,,,,,
Desperado,53,'Thriller',28,'Action',80,'Crime',,,,,,,,,,
Devil in a Blue Dress,18,'Drama',9648,'Mystery',53,'Thriller',,,,,,,,,,
Die Hard: With a Vengeance,28,'Action',53,'Thriller',,,,,,,,,,,,
The Doom Generation,28,'Action',35,'Comedy',80,'Crime',18,'Drama',,,,,,,,
Feast of July,18,'Drama',80,'Crime',,,,,,,,,,,,
First Knight,28,'Action',12,'Adventure',18,'Drama',10749,'Romance',,,,,,,,
Free Willy 2 - The Adventure Home,12,'Adventure',,,,,,,,,,,,,,
Hackers,28,'Action',80,'Crime',53,'Thriller',18,'Drama',,,,,,,,
Jeffrey,35,'Comedy',18,'Drama',10749,'Romance',,,,,,,,,,
Johnny Mnemonic,12,'Adventure',28,'Action',18,'Drama',878,'Science,'','',,,,,,
Judge Dredd,878,'Science,,,,,,,,,,,,,,
Jury Duty,35,'Comedy',18,'Drama',,,,,,,,,,,,
Kids,18,'Drama',80,'Crime',,,,,,,,,,,,
Living in Oblivion,18,'Drama',35,'Comedy',,,,,,,,,,,,
Lord of Illusions,9648,'Mystery',27,'Horror',53,'Thriller',,,,,,,,,,
Love & Human Remains,35,'Comedy',18,'Drama',,,,,,,,,,,,
Mad Love,18,'Drama',10751,'Family',10749,'Romance',,,,,,,,,,
Mallrats,10749,'Romance',35,'Comedy',,,,,,,,,,,,
Mighty Morphin Power Rangers: The Movie,28,'Action',12,'Adventure',878,'Science,'','','','',,,,,,
Moonlight and Valentino,35,'Comedy',18,'Drama',10749,'Romance',,,,,,,,,,
Mute Witness,53,'Thriller',10769,'Foreign',,,,,,,,,,,,
Nadja,27,'Horror',53,'Thriller',,,,,,,,,,,,
The Net,80,'Crime',18,'Drama',9648,'Mystery',53,'Thriller',28,'Action',,,,,,
Nine Months,35,'Comedy',,,,,,,,,,,,,,
Party Girl,35,'Comedy',,,,,,,,,,,,,,
The Prophecy,14,'Fantasy',27,'Horror',53,'Thriller',,,,,,,,,,
Reckless,14,'Fantasy',35,'Comedy',18,'Drama',,,,,,,,,,
Safe,18,'Drama',,,,,,,,,,,,,,
The Scarlet Letter,18,'Drama',36,'History',10749,'Romance',,,,,,,,,,
The Show,99,'Documentary',,,,,,,,,,,,,,
Showgirls,18,'Drama',,,,,,,,,,,,,,
Smoke,35,'Comedy',18,'Drama',,,,,,,,,,,,
Something to Talk About,35,'Comedy',,,,,,,,,,,,,,
Species,878,'Science,'','','','',,,,,,,,,,
The Stars Fell on Henrietta,18,'Drama',,,,,,,,,,,,,,
Strange Days,80,'Crime',18,'Drama',878,'Science,'','',,,,,,,,
The Umbrellas of Cherbourg,18,'Drama',10749,'Romance',,,,,,,,,,,,
The Tie That Binds,53,'Thriller',,,,,,,,,,,,,,
Three Wishes,18,'Drama',14,'Fantasy',,,,,,,,,,,,
Total Eclipse,18,'Drama',10749,'Romance',,,,,,,,,,,,
"To Wong Foo, Thanks for Everything! Julie Newmar",35,'Comedy',,,,,,,,,,,,,,
Under Siege 2: Dark Territory,28,'Action',53,'Thriller',,,,,,,,,,,,
Unstrung Heroes,35,'Comedy',18,'Drama',10751,'Family',,,,,,,,,,
Unzipped,99,'Documentary',,,,,,,,,,,,,,
A Walk in the Clouds,18,'Drama',10749,'Romance',,,,,,,,,,,,
Waterworld,12,'Adventure',28,'Action',,,,,,,,,,,,
White Man's Burden,18,'Drama',,,,,,,,,,,,,,
Wild Bill,28,'Action',37,'Western',,,,,,,,,,,,
The Browning Version,18,'Drama',,,,,,,,,,,,,,
Bushwhacked,12,'Adventure',28,'Action',35,'Comedy',80,'Crime',10751,'Family',,,,,,
Burnt by the Sun,18,'Drama',,,,,,,,,,,,,,
Before the Rain,18,'Drama',10752,'War',,,,,,,,,,,,
Before Sunrise,18,'Drama',10749,'Romance',,,,,,,,,,,,
Billy Madison,35,'Comedy',,,,,,,,,,,,,,
The Babysitter,18,'Drama',53,'Thriller',,,,,,,,,,,,
Boys on the Side,35,'Comedy',18,'Drama',,,,,,,,,,,,
The Cure,18,'Drama',10751,'Family',,,,,,,,,,,,
Castle Freak,53,'Thriller',18,'Drama',27,'Horror',9648,'Mystery',,,,,,,,
Circle of Friends,18,'Drama',10751,'Family',10749,'Romance',,,,,,,,,,
Clerks,35,'Comedy',,,,,,,,,,,,,,
Don Juan DeMarco,10749,'Romance',18,'Drama',35,'Comedy',,,,,,,,,,
Disclosure,18,'Drama',53,'Thriller',80,'Crime',9648,'Mystery',10749,'Romance',,,,,,
Dream Man,53,'Thriller',,,,,,,,,,,,,,
Drop Zone,28,'Action',12,'Adventure',53,'Thriller',,,,,,,,,,
Destiny Turns on the Radio,80,'Crime',35,'Comedy',14,'Fantasy',,,,,,,,,,
Death and the Maiden,18,'Drama',53,'Thriller',9648,'Mystery',,,,,,,,,,
Dolores Claiborne,80,'Crime',18,'Drama',9648,'Mystery',,,,,,,,,,
Dumb and Dumber,35,'Comedy',,,,,,,,,,,,,,
Eat Drink Man Woman,35,'Comedy',18,'Drama',10749,'Romance',,,,,,,,,,
Exotica,18,'Drama',9648,'Mystery',,,,,,,,,,,,
Exit to Eden,53,'Thriller',35,'Comedy',80,'Crime',10749,'Romance',,,,,,,,
Ed Wood,35,'Comedy',18,'Drama',36,'History',,,,,,,,,,
French Kiss,35,'Comedy',10749,'Romance',,,,,,,,,,,,
Forget Paris,35,'Comedy',18,'Drama',10749,'Romance',,,,,,,,,,
Far from Home: The Adventures of Yellow Dog,28,'Action',12,'Adventure',18,'Drama',10751,'Family',,,,,,,,
A Goofy Movie,10749,'Romance',16,'Animation',10751,'Family',35,'Comedy',12,'Adventure',,,,,,
Hideaway,18,'Drama',53,'Thriller',,,,,,,,,,,,
Fluke,18,'Drama',10751,'Family',14,'Fantasy',,,,,,,,,,
Farinelli,36,'History',18,'Drama',,,,,,,,,,,,
Gordy,18,'Drama',10751,'Family',14,'Fantasy',,,,,,,,,,
Gumby: The Movie,14,'Fantasy',16,'Animation',878,'Science,'','',,,,,,,,
The Glass Shield,18,'Drama',28,'Action',53,'Thriller',80,'Crime',,,,,,,,
Hoop Dreams,99,'Documentary',,,,,,,,,,,,,,
Heavenly Creatures,18,'Drama',14,'Fantasy',,,,,,,,,,,,
Houseguest,35,'Comedy',10751,'Family',,,,,,,,,,,,
Immortal Beloved,18,'Drama',10402,'Music',10749,'Romance',,,,,,,,,,
Heavyweights,35,'Comedy',10751,'Family',18,'Drama',,,,,,,,,,
The Hunted,28,'Action',53,'Thriller',,,,,,,,,,,,
I.Q.,35,'Comedy',18,'Drama',10749,'Romance',,,,,,,,,,
Interview with the Vampire,27,'Horror',10749,'Romance',,,,,,,,,,,,
Jefferson in Paris,18,'Drama',10749,'Romance',,,,,,,,,,,,
The Jerky Boys,35,'Comedy',80,'Crime',,,,,,,,,,,,
Junior,35,'Comedy',10751,'Family',10749,'Romance',,,,,,,,,,
Just Cause,28,'Action',18,'Drama',9648,'Mystery',53,'Thriller',,,,,,,,
A Kid in King Arthur's Court,12,'Adventure',14,'Fantasy',35,'Comedy',878,'Science,'','',,,,,,
Kiss of Death,28,'Action',80,'Crime',18,'Drama',53,'Thriller',,,,,,,,
Star Wars,12,'Adventure',28,'Action',878,'Science,,,,,,,,,,
Little Women,18,'Drama',10749,'Romance',,,,,,,,,,,,
A Little Princess,18,'Drama',10751,'Family',14,'Fantasy',,,,,,,,,,
Ladybird Ladybird,18,'Drama',,,,,,,,,,,,,,
L'Enfer,80,'Crime',18,'Drama',,,,,,,,,,,,
Like Water for Chocolate,18,'Drama',10749,'Romance',,,,,,,,,,,,
Legends of the Fall,12,'Adventure',18,'Drama',10749,'Romance',10752,'War',,,,,,,,
Major Payne,12,'Adventure',35,'Comedy',10751,'Family',,,,,,,,,,
Little Odessa,28,'Action',18,'Drama',,,,,,,,,,,,
Mi Vida Loca,80,'Crime',18,'Drama',,,,,,,,,,,,
Love Affair,18,'Drama',10749,'Romance',,,,,,,,,,,,
Losing Isaiah,18,'Drama',,,,,,,,,,,,,,
The Madness of King George,35,'Comedy',18,'Drama',36,'History',,,,,,,,,,
Mary Shelley's Frankenstein,18,'Drama',27,'Horror',878,'Science,'','',,,,,,,,
Man of the House,28,'Action',35,'Comedy',10751,'Family',,,,,,,,,,
Mixed Nuts,35,'Comedy',18,'Drama',10749,'Romance',,,,,,,,,,
Milk Money,35,'Comedy',10749,'Romance',,,,,,,,,,,,
Miracle on 34th Street,14,'Fantasy',18,'Drama',10751,'Family',,,,,,,,,,
Miami Rhapsody,35,'Comedy',10749,'Romance',,,,,,,,,,,,
My Family,35,'Comedy',18,'Drama',,,,,,,,,,,,
Murder in the First,80,'Crime',18,'Drama',,,,,,,,,,,,
Nobody's Fool,18,'Drama',35,'Comedy',,,,,,,,,,,,
Nell,18,'Drama',53,'Thriller',,,,,,,,,,,,
New Jersey Drive,80,'Crime',18,'Drama',,,,,,,,,,,,
New York Cop,28,'Action',53,'Thriller',80,'Crime',18,'Drama',,,,,,,,
Beyond Bedlam,27,'Horror',,,,,,,,,,,,,,
Nemesis 2 - Nebula,878,'Science,'','','','',,,,,,,,,,
Nina Takes a Lover,18,'Drama',10749,'Romance',,,,,,,,,,,,
Natural Born Killers,80,'Crime',53,'Thriller',18,'Drama',,,,,,,,,,
Only You,35,'Comedy',18,'Drama',10749,'Romance',,,,,,,,,,
Once Were Warriors,18,'Drama',,,,,,,,,,,,,,
Poison Ivy II: Lily,18,'Drama',10749,'Romance',53,'Thriller',,,,,,,,,,
Outbreak,28,'Action',18,'Drama',878,'Science,'','',,,,,,,,
Leon: The Professional,53,'Thriller',80,'Crime',18,'Drama',,,,,,,,,,
The Perez Family,35,'Comedy',18,'Drama',10749,'Romance',,,,,,,,,,
A Pyromaniac's Love Story,35,'Comedy',18,'Drama',10749,'Romance',,,,,,,,,,
Pulp Fiction,53,'Thriller',80,'Crime',,,,,,,,,,,,
Panther,18,'Drama',,,,,,,,,,,,,,
Pushing Hands,35,'Comedy',18,'Drama',,,,,,,,,,,,
Priest,18,'Drama',10749,'Romance',,,,,,,,,,,,
Quiz Show,36,'History',18,'Drama',,,,,,,,,,,,
Picture Bride,18,'Drama',36,'History',,,,,,,,,,,,
Queen Margot,18,'Drama',36,'History',,,,,,,,,,,,
The Quick and the Dead,28,'Action',37,'Western',,,,,,,,,,,,
Roommates,18,'Drama',35,'Comedy',,,,,,,,,,,,
Prêt-à-Porter,18,'Drama',35,'Comedy',,,,,,,,,,,,
Three Colors: Red,18,'Drama',9648,'Mystery',10749,'Romance',,,,,,,,,,
Three Colors: Blue,18,'Drama',10402,'Music',9648,'Mystery',,,,,,,,,,
Three Colors: White,35,'Comedy',18,'Drama',9648,'Mystery',,,,,,,,,,
"Red Firecracker, Green Firecracker",18,'Drama',,,,,,,,,,,,,,
Rent-a-Kid,35,'Comedy',10751,'Family',10770,'TV,,,,,,,,,,
Relative Fear,27,'Horror',18,'Drama',,,,,,,,,,,,
Stuart Saves His Family,35,'Comedy',18,'Drama',,,,,,,,,,,,
The Swan Princess,16,'Animation',,,,,,,,,,,,,,
The Secret of Roan Inish,18,'Drama',10751,'Family',14,'Fantasy',,,,,,,,,,
The Specialist,28,'Action',53,'Thriller',,,,,,,,,,,,
Stargate,28,'Action',12,'Adventure',878,'Science,,,,,,,,,,
The Santa Clause,14,'Fantasy',18,'Drama',35,'Comedy',10751,'Family',,,,,,,,
The Shawshank Redemption,18,'Drama',80,'Crime',,,,,,,,,,,,
Shallow Grave,80,'Crime',53,'Thriller',,,,,,,,,,,,
Suture,18,'Drama',53,'Thriller',,,,,,,,,,,,
Strawberry and Chocolate,35,'Comedy',18,'Drama',,,,,,,,,,,,
Swimming with Sharks,80,'Crime',35,'Comedy',,,,,,,,,,,,
The Sum of Us,35,'Comedy',18,'Drama',10749,'Romance',,,,,,,,,,
Senior Trip,35,'Comedy',,,,,,,,,,,,,,
To Live,18,'Drama',10749,'Romance',10752,'War',,,,,,,,,,
Tank Girl,28,'Action',35,'Comedy',14,'Fantasy',878,'Science,,,,,,,,
Tales from the Crypt: Demon Knight,27,'Horror',35,'Comedy',53,'Thriller',,,,,,,,,,
Star Trek: Generations,878,'Science,'','','','','','',,,,,,,,
Tales from the Hood,80,'Crime',27,'Horror',53,'Thriller',,,,,,,,,,
Tom & Viv,18,'Drama',10749,'Romance',,,,,,,,,,,,
Village of the Damned,53,'Thriller',27,'Horror',878,'Science,,,,,,,,,,
Tommy Boy,35,'Comedy',,,,,,,,,,,,,,
Vanya on 42nd Street,18,'Drama',10749,'Romance',,,,,,,,,,,,
The Underneath,53,'Thriller',80,'Crime',,,,,,,,,,,,
The Walking Dead,18,'Drama',10752,'War',,,,,,,,,,,,
What's Eating Gilbert Grape,10749,'Romance',18,'Drama',,,,,,,,,,,,
Virtuosity,28,'Action',80,'Crime',878,'Science,'','',,,,,,,,
While You Were Sleeping,35,'Comedy',18,'Drama',10749,'Romance',,,,,,,,,,
The War,18,'Drama',,,,,,,,,,,,,,
Double Happiness,35,'Comedy',10749,'Romance',,,,,,,,,,,,
Muriel's Wedding,18,'Drama',35,'Comedy',10749,'Romance',,,,,,,,,,
The Baby-Sitters Club,35,'Comedy',18,'Drama',10751,'Family',,,,,,,,,,
Ace Ventura: Pet Detective,35,'Comedy',9648,'Mystery',,,,,,,,,,,,
"The Adventures of Priscilla, Queen of the Desert",18,'Drama',35,'Comedy',,,,,,,,,,,,
Backbeat,18,'Drama',10402,'Music',,,,,,,,,,,,
Bitter Moon,53,'Thriller',18,'Drama',10749,'Romance',,,,,,,,,,
Bullets Over Broadway,28,'Action',35,'Comedy',53,'Thriller',,,,,,,,,,
Clear and Present Danger,28,'Action',18,'Drama',53,'Thriller',,,,,,,,,,
The Client,18,'Drama',53,'Thriller',80,'Crime',9648,'Mystery',,,,,,,,
"Corrina, Corrina",35,'Comedy',18,'Drama',10751,'Family',10749,'Romance',,,,,,,,
Crooklyn,35,'Comedy',18,'Drama',,,,,,,,,,,,
The Crow,14,'Fantasy',28,'Action',53,'Thriller',,,,,,,,,,
Cobb,18,'Drama',,,,,,,,,,,,,,
The Flintstones,14,'Fantasy',35,'Comedy',10751,'Family',,,,,,,,,,
Forrest Gump,35,'Comedy',18,'Drama',10749,'Romance',,,,,,,,,,
Four Weddings and a Funeral,35,'Comedy',18,'Drama',10749,'Romance',,,,,,,,,,
Higher Learning,10749,'Romance',18,'Drama',80,'Crime',,,,,,,,,,
I Like It Like That,35,'Comedy',18,'Drama',10749,'Romance',,,,,,,,,,
I Love Trouble,28,'Action',35,'Comedy',10749,'Romance',,,,,,,,,,
It Could Happen to You,35,'Comedy',18,'Drama',10749,'Romance',,,,,,,,,,
The Jungle Book,12,'Adventure',18,'Drama',10751,'Family',,,,,,,,,,
"The Wonderful, Horrible Life of Leni Riefenstahl",99,'Documentary',10769,'Foreign',,,,,,,,,,,,
The Lion King,10751,'Family',16,'Animation',18,'Drama',,,,,,,,,,
Little Buddha,18,'Drama',36,'History',,,,,,,,,,,,
New Nightmare,27,'Horror',53,'Thriller',9648,'Mystery',14,'Fantasy',,,,,,,,
The Mask,10749,'Romance',35,'Comedy',80,'Crime',14,'Fantasy',,,,,,,,
Maverick,28,'Action',12,'Adventure',35,'Comedy',18,'Drama',37,'Western',,,,,,
Mrs. Parker and the Vicious Circle,18,'Drama',,,,,,,,,,,,,,
The Naked Gun 33⅓: The Final Insult,35,'Comedy',80,'Crime',,,,,,,,,,,,
The Paper,35,'Comedy',18,'Drama',,,,,,,,,,,,
Reality Bites,18,'Drama',,,,,,,,,,,,,,
Red Rock West,80,'Crime',18,'Drama',53,'Thriller',,,,,,,,,,
Ri¢hie Ri¢h,35,'Comedy',10751,'Family',,,,,,,,,,,,
