movie_title,genre_5
The Wonderful World of Puss 'n Boots,Animation
A Monster in Paris,Fantasy
One of Our Dinosaurs Is Missing,Family
Mirror Mirror,Science
Brave,Action
Scorcher,Thriller
Radio On,Foreign
2010: Moby Dick,Science
The Mikado,Foreign
Charlie Chan in Egypt,Comedy
Charlie Chan in London,Comedy
Fire Over England,Romance
Journey to Saturn,Science
Fantasy Mission Force,Thriller
Redline,Animation
1911,War
Adventures of Arsene Lupin,Mystery
Negative Happy Chain Saw Edge,Comedy
The Music Man,Family
On the Edge,Foreign
Escape from Planet Earth,Science
Murder in Greenwich,Thriller
The Croods,Fantasy
The Trial of the Incredible Hulk,Science
Nazis at the Center of the Earth,Science
Happy,Family
The Black Camel,Drama
Wish You Were Here,Romance
Up Periscope,War
Fullmetal Alchemist: The Sacred Star of Milos,Science
Dirty Wars,Mystery
Crossfire Trail,Action
Ghoulies III: Ghoulies Go to College,Comedy
Fetching Cody,Science
The Breath,War
Whatever You Say,Foreign
My Little Pony: Equestria Girls,Music
Lupin the Third: The Secret of Mamo,Crime
Batman: Mystery of the Batwoman,Science
The Mortal Instruments: City of Bones,Romance
Charlie Countryman,Thriller
The Outsider,Thriller
World War Three,TV
The Sandlot: Heading Home,Science
Mio in the Land of Faraway,Mystery
The Lego Movie,Fantasy
Gamera the Brave,Science
Bionicle: Mask of Light,Science
Bionicle 3: Web of Shadows,Fantasy
Bionicle: The Legend Reborn,Science
Belle of the Yukon,Music
Pompeii,Drama
Memorial Day,War
Maleficent,Romance
Empire of Silver,Romance
How to Train Your Dragon 2,Comedy
Death in Buenos Aires,Thriller
Only God Knows,Foreign
Nine Lives,Adventure
Angel's Egg,Mystery
Dracula Untold,War
Jack and the Cuckoo-Clock Heart,Fantasy
Charlie Chan at the Wax Museum,Comedy
Charlie Chan in Honolulu,Thriller
Charlie Chan in Panama,Comedy
Charlie Chan in Paris,Thriller
Charlie Chan in Rio,Drama
Big Hero 6,Comedy
The Book of Life,Family
Strange Invaders,Science
The Prodigy,Thriller
The Delivery,Foreign
Doctor Strange,Science
American Soldiers: A Day in Iraq,War
The Secret Invasion,Thriller
Day of Wrath,Thriller
Dead Men Tell,Comedy
Inherent Vice,Mystery
Patema Inverted,Science
Murder Over New York,Thriller
It All Came True,Music
The Magic Crystal,Comedy
In the Heart of the Sea,History
Batman vs Dracula,Thriller
Death Steps in the Dark,Thriller
Gangsters,Foreign
Beyond Justice,Foreign
Man Without a Memory,Crime
Action Jackson,Thriller
Prey,Thriller
"Listen, Darling",Romance
Ishq,Romance
When in Rome,Family
The Power of Few,Mystery
Hotel Very Welcome,Horror
"Stay Away, Joe",Romance
The Karate Dog,Family
The Lost Tribe,Thriller
Night of Dark Shadows,Romance
The 39 Steps,Thriller
The Bad Mother's Handbook,Romance
The Phantom of the Opera,TV
Scrooge,Family
The Spy in the Green Hat,Thriller
Rose Marie,Western
The Hellbenders,Foreign
Snow White and the Three Stooges,Fantasy
Raffles,History
Marianne,Thriller
Vicki,Thriller
Shock Treatment,Mystery
Restitution,Romance
Halloweentown,Horror
Halloweentown High,TV
"So Sweet, So Dead",Romance
The Pacific,War
Pan,Romance
Zenith,Science
Crimson Peak,Drama
Chaar Sahibzaade,Family
Cloudburst,Foreign
The Stone Council,Mystery
Banklady,History
Run All Night,Thriller
Cardcaptor Sakura: The Sealed Card,Romance
Berserk: The Golden Age Arc 1 - The Egg of the King,Horror
The Amazing Screw-On Head,Science
The Garden of Sinners - Chapter 5: Paradox Spiral,Thriller
Innocence,Horror
Sabrina the Teenage Witch,10751
Shadowheart,Western
Weather Girl,Thriller
Say Nothing,Science
Addicted,Foreign
The Lobster,Science
Bulldog Drummond's Peril,Thriller
Lakshya,War
The Deadly Affair,Mystery
Frankenstein,9648
Three Wishes for Cinderella,Romance
Suicide Squad,Science
The Shadow in the North,Thriller
Saheb Biwi Aur Gangster,Romance
Rough Cut,Romance
"Chill Out, Scooby-Doo!",Mystery
Scooby-Doo! and the Cyber Chase,Science
Scooby-Doo! Mask of the Blue Falcon,Family
Teen Titans: Trouble in Tokyo,Science
Modern Vampires,Thriller
Wolves In The Snow,Foreign
Darkness Falls,Foreign
Susie Q,TV
Pulsar,Foreign
13 Hours: The Secret Soldiers of Benghazi,War
Trapped,Action
Empty,Science
Afro Samurai,Fantasy
Aadhavan,Family
Sicario,Thriller
Dog Eat Dog,Thriller
The Man Called Flintstone,Mystery
War Arrow,Western
The Crucifer of Blood,Mystery
Attack on Titan,Science
Azazel,Drama
The Turkish Gambit,History
The Last House on the Beach,Foreign
The Divine Weapon,History
Green Snake,Science
Wanderlust,History
Return to Halloweentown,TV
Female on the Beach,Mystery
Heneral Luna,War
Stolen Identity,Thriller
Certain Prey,Mystery
Minutemen,12
Sly Cooper,Family
L.A. Slasher,Thriller
How to Kill a Judge,Crime
Buttwhistle,Drama
Gone,Thriller
Patch Town,Science
Holiday,Romance
Righteous Ties,Foreign
Turning Point,Foreign
Bloody Tie,Foreign
Murderer,Foreign
Silver Medalist,Foreign
Confessions of a Dangerous Mind,Thriller
Religion In Crisis,Mystery
The Cokeville Miracle,Thriller
The Mad Doctor,Thriller
The Diplomat,Thriller
The Challenge,Science
Detective K: Secret of the Virtuous Widow,Mystery
Khiladi 420,Crime
Deadbeat at Dawn,Horror
Doctor Who: Planet of the Dead,18
A-1 Headline,Foreign
Corridor of Mirrors,Thriller
Executive Koala,Thriller
Fury of Achilles,Romance
"Sex, Lies and Death",Foreign
Wizards of Waverly Place: The Movie,Fantasy
Kung Fu Panda 3,Family
Christmas Town,Thriller
Black Kiss,Romance
Goth,Mystery
Cool Cat Saves the Kids,Family
Raavan,Romance
The Cheetah Girls: One World,TV
Bang Bang!,Thriller
Prehysteria!,Science
Blind Woman's Curse,Action
Ride or Die,Music
April and the Extraordinary World,Fantasy
Ghost in the Shell: Stand Alone Complex - Solid State Society,Science
Bhagam Bhag,Foreign
Madhoshi,Mystery
The Pocket-knife,Drama
The Clan - Tale of the Frogs,Romance
Race Gurram,Romance
Robo Vampire,Foreign
Wool 100%,Science
They Call Me Jeeg Robot,Science
Area 88,Action
Kick,Foreign
Desamuduru,Foreign
Force,Romance
Ice Age: The Great Egg-Scapade,TV
The Lone Wolf Strikes,Crime
"Scream, Pretty Peggy",TV
Free State of Jones,Thriller
Rajathandhiram,Comedy
You're Under Arrest: The Movie,Foreign
Gestalt,Foreign
Bal-Can-Can,Drama
Now You See Me 2,Mystery
Swiss Army Man,Adventure
The Count of Monte-Cristo,TV
Black Shampoo,Thriller
The Immortals,Thriller
Kingsglaive: Final Fantasy XV,Fantasy
The Sicilian Girl,Foreign
Sara,Family
The Girl on the Train,Thriller
Shin Godzilla,Science
My Babysitter's a Vampire,TV
Mamaboy,Romance
Twitches,TV
Alien Apocalypse,Science
Maximum Ride,Science
The Cheetah Girls 2,TV
The Cheetah Girls,TV
Princess of Thieves,TV
Colossal,Science
The Wild Stallion,Western
Allied,Thriller
The Ice Princess,Foreign
Marvel One-Shot: All Hail the King,Fantasy
Nikitich and The Dragon,Fantasy
Black Butler,Mystery
Hobgoblins,Science
Sing,Music
The Over-the-Hill Gang,TV
Sheep & Wolves,Fantasy
Prevenge,Fantasy
The Lego Batman Movie,Fantasy
I'm a Killer,Thriller
Tiramisu,Science
Samurai X: Trust & Betrayal,Romance
Spark: A Space Tail,Science
Extortion,Thriller
London Spy,Thriller
Resident Evil: Vendetta,Mystery
The Ten Lives of Titanics the Cat,Family
For a Few Bullets,Adventure
Under New Management,Crime
Before You Say 'I Do',TV
Despicable Me 3,Comedy
Bachelor Games,Horror
Rock Dog,Music
Blame!,Science
Radar Secret Service,Drama
Chaos,Fantasy
Shark Zone,Thriller
2012 Doomsday,Science
Let Me Make You a Martyr,Thriller
Dunkirk,War
Pokémon: Spell of the Unknown,Family
The Babymoon,Drama
The Dragon Spell,Adventure
Vampires in Havana,Science
Treasure Raiders,Foreign
