movie_title,genre_4
"Truth or Consequences, N.M.",Romance
The Fifth Element,Thriller
Shall We Dance?,Romance
Rough Magic,Fantasy
Hercules,Adventure
Men in Black,Science
A Simple Wish,Fantasy
George of the Jungle,Romance
Spawn,Horror
Conspiracy Theory,Thriller
Leave it to Beaver,Family
Kull the Conqueror,Science
L.A. Confidential,Thriller
Kiss the Girls,Crime
Kicked in the Head,Romance
The Devil's Advocate,Thriller
Playing God,Crime
FairyTale: A True Story,Family
A Life Less Ordinary,Thriller
Switchback,Thriller
The Tango Lesson,Foreign
Deceiver,Thriller
Witness,Thriller
Starship Troopers,Science
Sliding Doors,Romance
The Jackal,Crime
The Man Who Knew Too Little,Action
Midnight in the Garden of Good and Evil,Thriller
Star Kid,Science
Fallen,Drama
Four Days in September,History
Spice World,Comedy
Deep Rising,Science
The Replacement Killers,Thriller
Blues Brothers 2000,Crime
Tokyo Fist,Thriller
Palmetto,Romance
Welcome to Woop Woop,Adventure
Suicide Kings,Drama
Homegrown,Thriller
Heaven's Burning,Crime
Mercury Rising,Thriller
The Spanish Prisoner,Thriller
Zero Effect,Thriller
The Big Hit,Thriller
Les Misérables,Romance
Quest for Camelot,Romance
Almost Heroes,Western
Six Days Seven Nights,Romance
Hav Plenty,Science
Buffalo '66,Drama
Lethal Weapon 4,Crime
Small Soldiers,Science
Wings,War
Mutiny on the Bounty,Romance
Tom Jones,Romance
In the Heat of the Night,Thriller
Lethal Weapon,Thriller
Lethal Weapon 2,Crime
Lethal Weapon 3,Thriller
Back to the Future Part II,Science
Back to the Future Part III,Science
D2: The Mighty Ducks,Family
The Happiest Millionaire,Music
Herbie Goes Bananas,Adventure
Herbie Goes To Monte Carlo,Action
Honey I Blew Up the Kid,Science
"Honey, I Shrunk the Kids",Science
Hot Lead & Cold Feet,Western
In Search of the Castaways,Family
The Negotiator,Drama
Blue Velvet,Thriller
Kidnapped,Family
The Muppet Christmas Carol,Drama
One Hundred and One Dalmatians,Family
Popeye,Family
The Rescuers Down Under,Family
The Rescuers,Adventure
The Return of Jafar,Romance
Sleeping Beauty,Family
L.A. Story,Romance
The Lord of the Rings,Adventure
Maximum Overdrive,Science
Children of the Corn,Thriller
All Dogs Go to Heaven,Comedy
Adventures in Babysitting,Adventure
Doctor Dolittle,Family
The Nutty Professor,Science
The Secret of NIMH,Family
An American Tail,Adventure
Henry: Portrait of a Serial Killer,Thriller
The NeverEnding Story,Adventure
The Neverending Story II: The Next Chapter,Adventure
The Navigator: A Medieval Odyssey,Fantasy
Rope,Thriller
Frenzy,Thriller
Topaz,Thriller
Marnie,Thriller
The Man Who Knew Too Much,Mystery
The Untouchables,Thriller
Phoenix,Romance
One Man's Hero,History
Swept Away,Foreign
No Small Affair,Romance
One Crazy Summer,Family
The Seventh Sign,Fantasy
Rush Hour,Thriller
Ronin,Adventure
Clay Pigeons,Thriller
Antz,Family
Tales from the Darkside: The Movie,Horror
Vampires,Horror
The Siege,Crime
The Pope of Greenwich Village,Crime
A Bug's Life,Family
Godzilla 1985,Science
King Kong,Horror
Babe: Pig in the City,Family
Jack Frost,Fantasy
The Prince of Egypt,Family
Santa Claus: The Movie,Science
Rambo: First Blood Part II,War
First Blood,War
Rambo III,War
The Jewel of the Nile,Romance
Romancing the Stone,Romance
Clue,Mystery
Young Sherlock Holmes,Drama
"The Karate Kid, Part II",Romance
Mighty Joe Young,Action
Outside Ozona,Romance
The Hi-Lo Country,Romance
The Boy Who Could Fly,Science
Peggy Sue Got Married,Romance
Heartbreak Ridge,War
The Day of the Beast,Crime
Payback,Crime
The Last Days,War
My Favorite Martian,Science
The Long Goodbye,Mystery
Airport 1975,Thriller
Airport '77,Thriller
Westworld,Horror
Logan's Run,Science
The Corruptor,Thriller
Ravenous,Western
Goodbye Lover,Mystery
SLC Punk,Drama
My Science Project,Science
Dick Tracy,Thriller
A Midsummer Night's Dream,Romance
The Saragossa Manuscript,Mystery
The Mummy's Tomb,Mystery
Superman,Science
Superman II,Science
Superman III,Fantasy
The Rocky Horror Picture Show,Science
The Mole People,Science
Austin Powers: The Spy Who Shagged Me,Science
The Red Violin,Music
The General's Daughter,Thriller
Wild Wild West,Science
Summer of Sam,Romance
Lake Placid,Science
The Haunting,Mystery
Inspector Gadget,Family
Mystery Men,Comedy
The Killing,Crime
The Morning After,Thriller
Wanted: Dead or Alive,Drama
The Iron Giant,Fantasy
The Thomas Crown Affair,Drama
The Yards,Crime
Tales of Terror,Mystery
Damien: Omen II,Thriller
Big,Romance
Little Nemo: Adventures In Slumberland,Fantasy
Tequila Sunrise,Romance
The Pelican Brief,Crime
In Too Deep,Crime
Iron Eagle II,Thriller
Only Angels Have Wings,Romance
Lulu on the Bridge,Thriller
Sommersby,Romance
Thumbelina,Fantasy
Armour of God II: Operation Condor,Thriller
Double Jeopardy,Thriller
Drive Me Crazy,Family
Napoleon and Samantha,Family
And the Ship Sails On,Music
Gulliver's Travels,Family
Monkey Shines,Science
The Limey,Mystery
Body Heat,Romance
Time of the Gypsies,Fantasy
Sullivan's Travels,Romance
Home Alone 2: Lost in New York,Crime
Someone to Watch Over Me,Thriller
The Guardian,Thriller
RoboCop 2,Science
Who Framed Roger Rabbit,Crime
The Bone Collector,Crime
The General,Drama
Mister Roberts,War
The Messenger: The Story of Joan of Arc,History
Oxygen,Drama
Holiday Inn,Romance
The Longest Day,War
Tora! Tora! Tora!,Adventure
"Goodbye, 20th Century",Science
Sleepy Hollow,Mystery
Kagemusha,War
Fatal Attraction,Horror
Backdraft,Mystery
End of Days,Mystery
Ride with the Devil,Western
The Bat Whispers,Thriller
The 7th Voyage of Sinbad,Fantasy
Stuart Little,Comedy
Boiling Point,Crime
The Presidio,Drama
Dead Calm,Drama
The Boys from Brazil,Science
Against All Odds,Drama
The Snows of Kilimanjaro,Romance
Batman: Mask of the Phantasm,Family
Down to You,Romance
"Not Love, Just Frenzy",Thriller
Alive,Thriller
Patriot Games,Crime
The Bodyguard,Music
Far and Away,Western
Man Bites Dog,Horror
Forever Young,Science
Gun Shy,Thriller
The Beach,Thriller
The Big Combo,Crime
Deterrence,Thriller
What Planet Are You From?,Science
Cross of Iron,War
Brown's Requiem,Mystery
The Asphalt Jungle,Thriller
Hangmen Also Die!,War
The Taking of Pelham One Two Three,Thriller
Date With an Angel,Science
Sesame Street Presents Follow That Bird,Music
Baby: Secret of the Lost Legend,Science
Captain Horatio Hornblower R.N.,Drama
Thelma & Louise,Adventure
...And Justice for All,Thriller
Coogan's Bluff,Thriller
Death Wish,Thriller
Death Wish 3,Thriller
Death Wish 4: The Crackdown,Crime
Death Wish 5: The Face of Death,Thriller
Cool as Ice,Music
Teenage Mutant Ninja Turtles III,Family
Eyes of Laura Mars,Thriller
Solar Crisis,Thriller
Heart and Souls,Science
Ladyhawke,Romance
High Fidelity,Music
The Road to El Dorado,Family
Hook,Family
The Son of the Sheik,Romance
Roadside Prophets,Drama
Rules of Engagement,History
Force 10 from Navarone,Thriller
Love & Basketball,Romance
U-571,War
Bossa Nova,Romance
Breathless,Thriller
The Great Locomotive Chase,Family
Time Masters,Science
Anchors Aweigh,Romance
The Castaway Cowboy,Western
King Creole,Romance
The Slipper and the Rose,Romance
Honeymoon in Vegas,Thriller
Loser,Family
Shanghai Noon,Western
Moonraker,Science
American Gigolo,Romance
The Guns of Navarone,War
Pandora and the Flying Dutchman,Romance
Eraserhead,Science
Prizzi's Honor,Drama
The Toxic Avenger Part III: The Last Temptation of Toxie,Science
Starman,Science
Mad Max,Science
Mad Max 2: The Road Warrior,Science
Bird on a Wire,Romance
Firestarter,Action
Sarafina!,Music
Fatal Beauty,Thriller
Trixie,Thriller
Cutter's Way,Crime
Big Trouble in Little China,Fantasy
Shaft,Thriller
The Patriot,Action
The Adventures of Rocky & Bullwinkle,Comedy
Bound by Honor,Thriller
F/X2,Thriller
The Hot Spot,Romance
Missing in Action,War
Thunderbolt and Lightfoot,Crime
The Golden Voyage of Sinbad,Fantasy
Shaft in Africa,Crime
Shaft's Big Score!,Mystery
Footloose,Romance
What Lies Beneath,Thriller
Pokémon: The Movie 2000,Science
Anatomy of a Murder,Thriller
Sinbad and the Eye of the Tiger,Fantasy
White Sands,Mystery
Thomas and the Magic Railroad,Science
Nutty Professor II: The Klumps,Science
Coyote Ugly,Romance
Bronco Billy,Romance
Air America,Drama
The Spiral Staircase,Mystery
What Ever Happened to Aunt Alice?,Mystery
Bless the Child,Crime
The Opportunists,Romance
Godzilla 2000,Science
Jerry and Tom,Crime
Supergirl,Science
The Way of the Gun,Thriller
Get Carter,Crime
The Time Machine,Science
The Adventures of Ichabod and Mr. Toad,Family
The Private Eyes,Mystery
Lucky Numbers,Crime
Charlie's Angels,Crime
The Eagle Has Landed,Thriller
Rugrats in Paris: The Movie,Family
"Crouching Tiger, Hidden Dragon",Romance
Dungeons & Dragons,Science
Proof of Life,Romance
Code of Silence,Drama
The Emperor's New Groove,Family
The Gift,Mystery
The Family Man,Fantasy
House of Games,Thriller
Kill Me Again,Crime
Annie,Music
The Alamo,History
Breaker! Breaker!,Thriller
Double Take,Comedy
Save the Last Dance,Music
The Pledge,Thriller
The Personals,Foreign
Coffy,Drama
Best Seller,Thriller
The Big Easy,Mystery
The Brave Little Toaster,Comedy
Can't Buy Me Love,Family
Cop,Thriller
Dead of Winter,Mystery
Extreme Prejudice,Thriller
Hiding Out,Drama
Made in Heaven,Romance
The Monster Squad,Fantasy
My Demon Lover,Romance
Hannibal,Horror
The Price of Milk,Romance
Monkeybone,Action
3000 Miles to Graceland,Thriller
The Mexican,Romance
The Bishop's Wife,Romance
Demetrius and the Gladiators,History
The Fantasticks,Romance
"Die, Monster, Die!",Science
Death Warrant,Mystery
Double Impact,Drama
The Mighty Quinn,Thriller
DeepStar Six,Science
Girls Just Want to Have Fun,Romance
Spy Kids,Adventure
Along Came a Spider,Action
Beautiful Creatures,Thriller
Brigham City,Thriller
Joe Dirt,Romance
The Body,Thriller
The Forsaken,Thriller
Rat,Family
Tuvalu,Science
The Lost World,Science
Frankie and Johnny,Romance
Catchfire,Romance
A Knight's Tale,Action
Shrek,Family
The Man Who Cried,War
City Slickers,Drama
The Sand Pebbles,War
Von Ryan's Express,Thriller
Divided We Fall,War
Uncommon Valor,Thriller
There's No Business Like Show Business,Romance
The Boys Next Door,Thriller
Pavilion of Women,Foreign
Atlantis: The Lost Empire,Science
Lara Croft: Tomb Raider,Thriller
Dr. Dolittle 2,Fantasy
"South of Heaven, West of Hell",Western
Baise-moi,Thriller
Something Wild,Romance
The Barefoot Contessa,Crime
Game of Death,Crime
Final Fantasy: The Spirits Within,Fantasy
Above the Law,Thriller
The Adventures of Baron Munchausen,Fantasy
Appointment with Death,Drama
Critters,Science
"Elvira, Mistress of the Dark",Science
Frantic,Thriller
Masquerade,Thriller
Moon Over Parador,Romance
Off Limits,Mystery
Return to Snowy River,Western
The Man from Snowy River,Western
Shakedown,Drama
Shoot to Kill,Thriller
Sunset,Mystery
Without a Clue,Mystery
Dead Bang,Thriller
Earth Girls Are Easy,Romance
Family Business,Drama
Her Alibi,Romance
An Innocent Man,Thriller
Leviathan,Thriller
Little Monsters,Family
Lock Up,Drama
The Package,Drama
Pink Cadillac,Drama
Jurassic Park III,Science
Cure,Thriller
Relentless,Crime
The Stepfather,Thriller
Turner & Hooch,Crime
Warlock,Horror
The Wizard,Family
The Cotton Club,Romance
Idiot Box,Thriller
Who'll Stop the Rain,Crime
"Zorro, The Gay Blade",Adventure
Rush Hour 2,Thriller
Liebestraum,Romance
Paint Your Wagon,Western
The Shootist,Western
Altered States,Science
Osmosis Jones,Comedy
The Others,Thriller
Bubble Boy,Romance
The Curse of the Jade Scorpion,Romance
3 Ninjas,Family
3 Ninjas Kick Back,Family
3 Ninjas Knuckle Up,Family
The Wicker Man,Thriller
Kill Me Later,Thriller
"Dr. Mabuse, the Gambler",Thriller
Training Day,Thriller
Phantom of the Paradise,Music
"It's a Mad, Mad, Mad, Mad World",Crime
Play Misty for Me,Thriller
Extreme Days,Romance
Max Keeble's Big Move,Science
Cruising,Mystery
Death Ship,Thriller
Bandits,Romance
Brannigan,Mystery
Kansas,Romance
Bangkok Dangerous,Drama
Heist,Thriller
The Devil's Backbone,Thriller
Across 110th Street,Thriller
Funny Girl,Romance
Midway,War
Halls of Montezuma,War
The Cheap Detective,Mystery
The Exterminator,Drama
The First Deadly Sin,Thriller
The Gauntlet,Thriller
Lone Wolf McQuade,Romance
Ocean's Eleven,Crime
The Stunt Man,Thriller
Behind Enemy Lines,War
Vanilla Sky,Science
Lantana,Thriller
Bill & Ted's Bogus Journey,Fantasy
Sheena,Fantasy
Jimmy Neutron: Boy Genius,Comedy
Kate & Leopold,Science
Little Otik,Horror
Charlotte Gray,War
Murder by Death,Thriller
Brotherhood of the Wolf,History
Another 48 Hrs.,Crime
The Russia House,Romance
Truly Madly Deeply,Science
48 Hrs.,Crime
The Count of Monte Cristo,Thriller
The Adventures of Huck Finn,Family
Rare Birds,Romance
Baby's Day Out,Family
Return to Never Land,Family
Cast a Giant Shadow,History
Funny Lady,Romance
The Deadly Mantis,Science
Vampire Hunter D: Bloodlust,Fantasy
My Favorite Brunette,Romance
Fun,Foreign
Gloria,Crime
Hawk the Slayer,Science
Heaven's Gate,Western
Hopscotch,Thriller
The Long Good Friday,Thriller
The Ninth Configuration,Thriller
The Nude Bomb,Mystery
Super Fuzz,Science
Ice Age,Adventure
Split Second,Science
Blade II,Thriller
Death to Smoochy,Thriller
Boxcar Bertha,Thriller
Crimes of Passion,Horror
The Evil That Men Do,Action
Impromptu,Romance
High Crimes,Crime
Changing Lanes,Thriller
"Frank McKlusky, C.I.",Thriller
Salton Sea,Thriller
Vulgar,Crime
Cuba,Thriller
Thief of Hearts,Thriller
Deuces Wild,Romance
The Big Sleep,Crime
Mountains of the Moon,History
White Fang,Family
White Fang 2: Myth of the White Wolf,Family
Big Bad Mama,Drama
The Harvey Girls,Music
The Importance of Being Earnest,Romance
Every Which Way But Loose,Romance
The Pride and the Passion,Romance
Spirit: Stallion of the Cimarron,Comedy
Bad Company,Thriller
Cherish,Thriller
Windtalkers,War
The Emperor's New Clothes,Foreign
Hero and the Terror,Crime
Traces of Red,Crime
V.I. Warshawski,Mystery
Rabbit-Proof Fence,History
Mo' Money,Crime
The Object of Beauty,Foreign
Like Mike,Fantasy
Men in Black II,Science
All About Lily Chou-Chou,Romance
1776,Music
Eight Legged Freaks,Thriller
Stuart Little 2,Comedy
Our Man Flint,Science
Robin and Marian,Romance
Blood Work,Thriller
Trois 2: Pandora's Box,Foreign
Read My Lips,Romance
The Principal,Drama
Undisputed,Thriller
The Care Bears Movie,Comedy
The Swarm,Science
Time After Time,Science
Camilla,Family
Flaming Star,Western
Love Me Tender,Music
Mad Love,Foreign
Johnny Dangerously,Crime
Betty Fisher and Other Stories,Foreign
Captain Ron,Family
Suburban Commando,Science
Surf Ninjas,Family
8 Women,Crime
Spirited Away,Family
The Tuxedo,Science
Jonah: A VeggieTales Movie,Comedy
Bloody Sunday,History
Heaven,Crime
The Incredible Mr. Limpet,Fantasy
Hanky Panky,Crime
Tuck Everlasting,Romance
The 51st State,Crime
Naqoyqatsi,Thriller
Russian Ark,History
Billy Bathgate,Crime
Staying Alive,Romance
When Time Ran Out...,Thriller
...All the Marbles,Romance
Eye of the Needle,Thriller
Galaxy of Terror,Science
Gallipoli,War
The Inquisitor,Thriller
Happy Birthday to Me,Mystery
The Legend of the Lone Ranger,Western
Ms .45,Thriller
All The Queen's Men,History
Time Changer,Science
Exodus,War
I Spy,Thriller
The Life and Death of Colonel Blimp,Romance
Houseboat,Romance
Legion of the Dead,Science
My Mother's Castle,Romance
Rollover,Thriller
Sharky's Machine,Thriller
Southern Comfort,History
They All Laughed,Mystery
Extreme Ops,Thriller
Treasure Planet,Fantasy
What to Do in Case of Fire?,Action
The Island at the Top of the World,Science
Zulu,War
My Kingdom,Foreign
Visitor Q,Thriller
Britannia Hospital,Science
Class of 1984,Crime
Deathtrap,Mystery
Drumline,Music
Intacto,Romance
Narc,Thriller
A Kiss Before Dying,Mystery
Miami Blues,Thriller
My Girl 2,Romance
"Love, Honour and Obey",Crime
Chicago,Drama
Nicholas Nickleby,Family
Heavy Metal 2000,Fantasy
WiseGirls,Thriller
National Security,Thriller
A Little Romance,Romance
Pépé le Moko,Romance
Dead Reckoning,Mystery
The Moon-Spinners,Romance
May,Romance
Pursued,Drama
Endangered Species,Mystery
Enigma,Thriller
Evil Under the Sun,Drama
Honkytonk Man,Music
Missing,Thriller
The Pirate Movie,Family
Deliver Us from Eva,Science
Shanghai Knights,Western
Daredevil,Science
Lockdown,Thriller
10 to Midnight,Drama
Into the West,Fantasy
Mr. Majestyk,Thriller
A Prayer for the Dying,Thriller
The Red Badge of Courage,Western
Dark Blue,Thriller
Till Human Voices Wake Us,Romance
The Meteor Man,Science
Mr. North,Science
Irreversible,Mystery
The Hunted,Crime
The Talk of the Town,Thriller
Sweet Charity,Romance
My Friend Flicka,Family
Basic,Thriller
The Core,Science
Eye of God,Mystery
Holes,Comedy
Straw Dogs,Mystery
Legal Eagles,Romance
The Other Side of Heaven,Family
The Wiz,Music
The Marrying Man,Thriller
Confidence,Crime
House of Fools,Foreign
The Dancer Upstairs,Thriller
Absolute Beginners,Romance
Castle in the Sky,Action
High Society,Romance
The Matrix Reloaded,Science
Down with Love,Thriller
Pokémon Heroes: Latios and Latias,Fantasy
Once a Thief,Crime
A Man Called Horse,Western
The Electric Horseman,Romance
Gay Purr-ee,Romance
Night Passage,Western
Shenandoah,Western
Oscar,Family
The Sixth Man,Science
The Courtship of Eddie's Father,Family
633 Squadron,War
Battle of Britain,War
Music Box,Thriller
Sink the Bismarck!,War
The Blue Max,Drama
The Desert Fox: The Story of Rommel,War
Jubilee,Music
Hollywood Homicide,Thriller
Tycoon,Crime
Fulltime Killer,Thriller
Flight of the Intruder,Thriller
Knights of the Round Table,Fantasy
The Advocate,Crime
The League of Extraordinary Gentlemen,Science
Bad Boys II,Thriller
Curly Sue,Romance
Loose Cannons,Mystery
Lara Croft Tomb Raider: The Cradle of Life,Thriller
Spy Kids 3-D: Game Over,Family
Buffalo Soldiers,Crime
"Lucía, Lucía",Thriller
The Private Life of Sherlock Holmes,Mystery
I'll Be There,Music
The Day of the Dolphin,Science
Rowing with the Wind,Thriller
The Medallion,Comedy
Dust,Western
Bollywood/Hollywood,Romance
Once Upon a Time in the Midlands,Romance
Matchstick Men,Thriller
"Hello, Dolly!",Romance
Bingo,Family
Jungle Book,Fantasy
The Adventures of Huckleberry Finn,Comedy
The Prince and the Pauper,Fantasy
Bubba Ho-tep,Mystery
Close Your Eyes,Mystery
The Rundown,Thriller
The Triplets of Belleville,Drama
Lagaan: Once Upon a Time in India,Romance
Seven Brides for Seven Brothers,Music
All the President's Men,Thriller
Bugsy Malone,Music
Time and Tide,Crime
Where Eagles Dare,History
Tightrope,Drama
The Rookie,Thriller
The Ghost & Mr. Chicken,Romance
Ruby,Crime
Tough Guys Don't Dance,Mystery
The Bedford Incident,War
Mobsters,Crime
Wonderland,Thriller
Mystic River,Mystery
Beyond Borders,War
The Singing Detective,Crime
The Italian Job,Thriller
Interstate 60,Fantasy
The Magic Sword,Action
Sherlock Holmes in Washington,Mystery
Mail Order Bride,Romance
The Matrix Revolutions,Science
The Big Empty,Science
The Haunted Mansion,Family
Dead of Night,Thriller
The Cabinet of Dr. Caligari,Crime
The First Great Train Robbery,Crime
"Greystoke: The Legend of Tarzan, Lord of the Apes",Romance
Hercules in New York,Fantasy
Nowhere to Run,Thriller
Presumed Innocent,Mystery
"Salò, or the 120 Days of Sodom",Horror
Silverado,Western
The Real McCoy,Thriller
Revenge,Crime
Thunderheart,Mystery
Year of the Dragon,Thriller
The Court Jester,Family
Bullitt,Thriller
Black Orpheus,Romance
Hero,History
Crime Story,Drama
The Last Samurai,History
Love Don't Cost a Thing,Romance
Two Men Went To War,War
Paycheck,Science
Teacher's Pet,Music
The Adventures of Ford Fairlane,Crime
The Pick-up Artist,Drama
Hells Angels on Wheels,Thriller
The Wind and the Lion,History
To Have and Have Not,Drama
High Sierra,Crime
Dark Passage,Thriller
No Good Deed,Mystery
Money for Nothing,Thriller
Chitty Chitty Bang Bang,Comedy
The Legend of Suriyothai,War
Love at Large,Thriller
The Wilby Conspiracy,Thriller
The Thief of Bagdad,Family
Allegro non troppo,Comedy
Herod's Law,Foreign
Twisted,Drama
Fire Down Below,Romance
Le Corbeau,Mystery
The Kiss,Fantasy
Spartan,Thriller
Mad Dog and Glory,Drama
Night Crossing,Family
Taking Lives,Thriller
Intermission,Crime
Never Die Alone,Drama
Scooby-Doo 2: Monsters Unleashed,Comedy
Ned Kelly,History
Walking Tall,Thriller
I'm Not Scared,Crime
Bandolero!,Drama
Anna,Family
Viva Las Vegas,Romance
Young Adam,Romance
Man on Fire,Crime
Laws of Attraction,Thriller
Valentin,Foreign
Foreign Land,Foreign
The Magic Flute,Romance
Soldier of Orange,War
Body Double,Thriller
Girl,Music
Raising Cain,Crime
The Four Musketeers,Drama
Forever Fever,Foreign
Explorers,Romance
Guncrazy,Crime
Undercurrent,Romance
My Side of the Mountain,Family
To Hell and Back,History
The Warriors,Drama
Zardoz,Science
Shadow of the Thin Man,Thriller
Song of the Thin Man,Mystery
Gunga Din,War
Frank Herbert's Dune,Science
Tremors 2: Aftershocks,Science
Tremors 3: Back to Perfection,Science
The Peanut Butter Solution,Adventure
Straight to Hell,Crime
Bring Me the Head of Alfredo Garcia,Thriller
Desperate Living,Horror
Rolling Thunder,Thriller
The Hidden Fortress,Comedy
High and Low,Crime
The People Under the Stairs,Mystery
The Yakuza,Mystery
Nightbreed,Horror
Infernal Affairs,Crime
Harper,Crime
Shiri,Thriller
Crossroads,Romance
Dead or Alive,Drama
Batteries not Included,Science
Drums Along the Mohawk,War
Arizona Dream,Romance
Battleground,War
Ten Little Indians,Thriller
The Swan,Romance
Our Man in Havana,Thriller
The Cowboys,Western
H.M.S. Defiant,Adventure
Shrek 2,Family
Hello Again,Science
Helen of Troy,Romance
Sands of Iwo Jima,War
Northwest Passage,Drama
The Picture of Dorian Gray,Thriller
Ivanhoe,Romance
The High and the Mighty,Thriller
I'll Sleep When I'm Dead,Crime
Bloodhounds of Broadway,Romance
The Littlest Rebel,War
Undead,Science
The Scarlet and the Black,TV
Killing Me Softly,Romance
Juice,Thriller
Revenge of the Pink Panther,Thriller
The Escapist,Crime
Search and Destroy,Thriller
Tank,Drama
Gray Lady Down,Drama
The Tin Star,Romance
Mr. Klein,Drama
The Testament of Dr. Mabuse,Thriller
The Enemy Below,History
Guns of the Magnificent Seven,Western
The Hunters,War
Morituri,War
Slaughterhouse-Five,Science
For Queen & Country,Thriller
Map of the Human Heart,War
The Plainsman,Romance
Slaughter of the Innocents,Mystery
The Spoilers,Western
To End All Wars,History
Biggles,Science
King of the Ants,Horror
The North Avenue Irregulars,Crime
The Three Lives of Thomasina,Science
This Gun for Hire,Thriller
Black Angel,Thriller
The Big Clock,Thriller
Terror by Night,Mystery
Sherlock Holmes and the Secret Weapon,Drama
Roadkill,Drama
Dressed to Kill,Mystery
The Assassination Bureau,Action
Thunderbirds,Family
Thunderbirds are GO,Science
Castle Keep,Romance
Revengers Tragedy,Science
