movie_title,genre_2
The Young Poisoner's Handbook,Crime
If Lucy Fell,Romance
Steal Big Steal Little,Drama
Race the Sun,Adventure
Boomerang,Romance
Chungking Express,Comedy
The Star Maker,Romance
Flirting with Disaster,Romance
Pie in the Sky,Romance
Angela,Drama
Frankie Starlight,Romance
Jade,Thriller
Nueba Yol,Drama
Sonic Outlaws,Documentary
Up Close & Personal,Romance
The Brothers McMullen,Drama
The Amazing Panda Adventure,Adventure
The Basketball Diaries,Crime
An Awfully Big Adventure,Drama
Amateur,Comedy
The Addiction,Horror
Batman Forever,Crime
Belle de Jour,Romance
Beyond Rangoon,Thriller
Canadian Bacon,Comedy
Casper,Comedy
Clockers,Crime
Congo,Adventure
Crimson Tide,Thriller
Desperado,Action
Devil in a Blue Dress,Mystery
Die Hard: With a Vengeance,Thriller
The Doom Generation,Comedy
Feast of July,Crime
First Knight,Adventure
Hackers,Crime
Jeffrey,Drama
Johnny Mnemonic,Action
Jury Duty,Drama
Kids,Crime
Living in Oblivion,Comedy
Lord of Illusions,Horror
Love & Human Remains,Drama
Mallrats,Comedy
Mighty Morphin Power Rangers: The Movie,Adventure
Moonlight and Valentino,Drama
Mute Witness,Foreign
Nadja,Thriller
The Net,Drama
The Prophecy,Horror
Smoke,Drama
Strange Days,Drama
The Umbrellas of Cherbourg,Romance
Three Wishes,Fantasy
Total Eclipse,Romance
Under Siege 2: Dark Territory,Thriller
Unstrung Heroes,Drama
A Walk in the Clouds,Romance
Waterworld,Action
Wild Bill,Western
Bushwhacked,Action
Before the Rain,War
Before Sunrise,Romance
The Babysitter,Thriller
Boys on the Side,Drama
The Cure,Family
Castle Freak,Drama
Circle of Friends,Family
Don Juan DeMarco,Drama
Disclosure,Thriller
Drop Zone,Adventure
Destiny Turns on the Radio,Comedy
Death and the Maiden,Thriller
Dolores Claiborne,Drama
Eat Drink Man Woman,Drama
Exotica,Mystery
Exit to Eden,Comedy
Ed Wood,Drama
French Kiss,Romance
Forget Paris,Drama
Far from Home: The Adventures of Yellow Dog,Adventure
A Goofy Movie,Animation
Hideaway,Thriller
Fluke,Family
Farinelli,Drama
Gordy,Family
Gumby: The Movie,Animation
The Glass Shield,Action
Heavenly Creatures,Fantasy
Houseguest,Family
Immortal Beloved,Music
Heavyweights,Family
I.Q.,Drama
Interview with the Vampire,Romance
Jefferson in Paris,Romance
The Jerky Boys,Crime
Junior,Family
Just Cause,Drama
A Kid in King Arthur's Court,Fantasy
Star Wars,Action
L'Enfer,Drama
Like Water for Chocolate,Romance
Legends of the Fall,Drama
Major Payne,Comedy
Little Odessa,Drama
Mi Vida Loca,Drama
The Madness of King George,Drama
Mary Shelley's Frankenstein,Horror
Mixed Nuts,Drama
Milk Money,Romance
Miami Rhapsody,Romance
My Family,Drama
Murder in the First,Drama
Nell,Thriller
New Jersey Drive,Drama
New York Cop,Thriller
Nina Takes a Lover,Romance
Natural Born Killers,Thriller
Only You,Drama
Poison Ivy II: Lily,Romance
Outbreak,Drama
Leon: The Professional,Crime
The Perez Family,Drama
A Pyromaniac's Love Story,Drama
Pulp Fiction,Crime
Pushing Hands,Drama
Quiz Show,Drama
Picture Bride,History
Queen Margot,History
Roommates,Comedy
Prêt-à-Porter,Comedy
Three Colors: Red,Mystery
Three Colors: Blue,Music
Three Colors: White,Drama
Rent-a-Kid,Family
Relative Fear,Drama
Stuart Saves His Family,Drama
The Secret of Roan Inish,Family
The Specialist,Thriller
Stargate,Adventure
The Santa Clause,Drama
The Shawshank Redemption,Crime
Shallow Grave,Thriller
Suture,Thriller
Strawberry and Chocolate,Drama
Swimming with Sharks,Comedy
The Sum of Us,Drama
To Live,Romance
Tank Girl,Comedy
Tales from the Crypt: Demon Knight,Comedy
Tales from the Hood,Horror
Tom & Viv,Romance
Vanya on 42nd Street,Romance
What's Eating Gilbert Grape,Drama
Virtuosity,Crime
While You Were Sleeping,Drama
Double Happiness,Romance
Muriel's Wedding,Comedy
The Baby-Sitters Club,Drama
Ace Ventura: Pet Detective,Mystery
"The Adventures of Priscilla, Queen of the Desert",Comedy
Backbeat,Music
Bitter Moon,Drama
Bullets Over Broadway,Comedy
Clear and Present Danger,Drama
"Corrina, Corrina",Drama
Crooklyn,Drama
The Crow,Action
The Flintstones,Comedy
Forrest Gump,Drama
Four Weddings and a Funeral,Drama
Higher Learning,Drama
I Like It Like That,Drama
It Could Happen to You,Drama
"The Wonderful, Horrible Life of Leni Riefenstahl",Foreign
The Lion King,Animation
Little Buddha,History
New Nightmare,Thriller
Maverick,Adventure
The Naked Gun 33⅓: The Final Insult,Crime
The Paper,Drama
Red Rock West,Drama
Ri¢hie Ri¢h,Family
The River Wild,Adventure
Speed,Adventure
Speechless,Romance
Timecop,Science
True Lies,Thriller
When a Man Loves a Woman,Romance
Wyatt Earp,Action
A Man of No Importance,Drama
S.F.W.,Drama
A Low Down Dirty Shame,Comedy
"Faster, Pussycat! Kill! Kill!",Crime
Jason's Lyric,Drama
The Secret Adventures of Tom Thumb,Science
Street Fighter,Adventure
Coldblooded,Comedy
Fall Time,Adventure
The Fear,Thriller
Girl in the Cadillac,Adventure
Homage,Drama
Highlander: The Final Dimension,Fantasy
In the Mouth of Madness,Mystery
8 Seconds,Romance
Above the Rim,Drama
Addams Family Values,Family
Airheads,Crime
The Air Up There,Family
Another Stakeout,Comedy
Bad Girls,Adventure
Barcelona,Drama
Being Human,Comedy
Beverly Hills Cop III,Comedy
Blink,Crime
Blue Sky,Romance
Body Snatchers,Science
Boxing Helena,Romance
A Bronx Tale,Crime
Calendar Girl,Comedy
Carlito's Way,Crime
City Slickers II: The Legend of Curly's Gold,Comedy
Clean Slate,Thriller
Cliffhanger,Adventure
Coneheads,Science
Color of Night,Mystery
Cops & Robbersons,Comedy
The Cowboy Way,Action
Dazed and Confused,Drama
Demolition Man,Action
Even Cowgirls Get the Blues,Drama
The Favor,Comedy
With Honors,Drama
Flesh and Bone,Mystery
Widows' Peak,Thriller
For Love or Money,Romance
The Firm,Mystery
Free Willy,Adventure
Fresh,Drama
The Fugitive,Action
Geronimo: An American Legend,Action
Getting Even with Dad,Comedy
Go Fish,Romance
A Good Man in Africa,Drama
Guilty as Sin,Thriller
Hard Target,Adventure
Heaven & Earth,War
Hot Shots! Part Deux,Comedy
The Englishman Who Went Up a Hill But Came Down a Mountain,Comedy
The House of the Spirits,Drama
The Hudsucker Proxy,Drama
I'll Do Anything,Drama
In the Line of Fire,Drama
The Inkwell,Drama
What's Love Got to Do with It,Music
Judgment Night,Thriller
Jurassic Park,Science
Kalifornia,Crime
Killing Zoe,Crime
Last Action Hero,Fantasy
Life With Mikey,Family
Lightning Jack,Comedy
M. Butterfly,Romance
Malice,Crime
Manhattan Murder Mystery,Mystery
Menace II Society,Action
Executive Decision,Adventure
In the Realm of the Senses,Romance
What Happened Was...,Comedy
Much Ado About Nothing,Comedy
Mr. Wonderful,Romance
Mrs. Doubtfire,Drama
Naked,Drama
The New Age,Drama
Orlando,Drama
A Perfect World,Drama
The Piano,Romance
Poetic Justice,Romance
The Puppet Masters,Science
Radioland Murders,Crime
The Remains of the Day,Romance
Renaissance Man,War
Rising Sun,Drama
The Road to Wellville,Romance
RoboCop 3,Adventure
Romeo Is Bleeding,Crime
Romper Stomper,Drama
Ruby in Paradise,Romance
Schindler's List,History
The Scout,Drama
Serial Mom,Crime
The Shadow,Fantasy
Shadowlands,Romance
Short Cuts,Drama
A Simple Twist of Fate,Family
Sirens,Drama
Six Degrees of Separation,Drama
Sleepless in Seattle,Drama
Sliver,Thriller
Son in Law,Drama
So I Married an Axe Murderer,Crime
Striking Distance,Action
Harem,Drama
Super Mario Bros.,Comedy
Surviving the Game,Adventure
Terminal Velocity,Thriller
Thirty Two Short Films About Glenn Gould,Music
Threesome,Drama
The Nightmare Before Christmas,Animation
Tombstone,Adventure
Trial by Jury,Action
True Romance,Thriller
The War Room,History
The Pagemaster,Science
"Paris, France",Comedy
Killer,Drama
Welcome to the Dollhouse,Drama
Germinal,Romance
Chasers,Romance
Cronos,Horror
Naked in New York,Romance
Kika,Drama
Bhaji on the Beach,Drama
Little Big League,Family
Foreign Student,Romance
"Ciao, Professore!",Foreign
Spanking the Monkey,Drama
The Little Rascals,Comedy
Andre,Family
Princess Caraboo,Drama
The Celluloid Closet,Documentary
Café au Lait,Comedy
Dear Diary,Drama
I Don't Want to Talk About It,Drama
Home Alone,Family
Terminator 2: Judgment Day,Thriller
Dances with Wolves,Drama
Tough and Deadly,Action
The Silence of the Lambs,Drama
Snow White and the Seven Dwarfs,Animation
Pretty Woman,Comedy
Window to Paris,Drama
The Wild Bunch,Western
Love and a .45,Thriller
The Wooden Man's Bride,Foreign
Bye Bye Love,Romance
One Fine Day,Romance
Century,Drama
Fargo,Drama
Homeward Bound II: Lost in San Francisco,Comedy
Heavy Metal,Science
Hellraiser: Bloodline,Thriller
The Pallbearer,Romance
Bread and Chocolate,Foreign
The Aristocats,Comedy
The Flower of My Secret,Romance
Two Much,Romance
Ed,Family
Scream of Stone,Drama
Condition Red,Action
Halfaouine: Boy of the Terraces,Drama
A Thin Line Between Love and Hate,Thriller
The Last Supper,Thriller
Primal Fear,Drama
Carried Away,Romance
All Dogs Go to Heaven 2,Animation
Land and Freedom,History
Theodore Rex,Science
A Family Thing,Drama
Frisk,Thriller
Sgt. Bilko,Family
Jack & Sarah,Drama
"Little Indian, Big City",Drama
Roula,Drama
Nelly and Monsieur Arnaud,Romance
Courage Under Fire,Thriller
Mission: Impossible,Action
Cold Fever,Comedy
Moll Flanders,Romance
"301, 302",Mystery
Eddie,Comedy
Yankee Zulu,Comedy
Purple Noon,Drama
August,Comedy
James and the Giant Peach,Animation
Faithful,Crime
Underground,Drama
All Things Fair,Drama
Bloodsport II,Thriller
Mystery Science Theater 3000: The Movie,Science
Space Jam,Comedy
Hostile Intentions,Action
They Bite,Horror
Some Folks Call It a Sling Blade,Thriller
The Run of the Country,Romance
Alphaville,Science
Tigrero: A Film That Was Never Made,Foreign
Windows,Drama
Country Life,Romance
Operation Dumbo Drop,Adventure
Mrs. Winterbourne,Romance
Under The Domim Tree,Foreign
Feeling Minnesota,Comedy
Delta of Venus,Romance
Angus,Drama
Priest Daens,History
Boys,Drama
The Quest,Adventure
Cosi,Romance
Mulholland Falls,Mystery
The Truth About Cats & Dogs,Romance
Oliver & Company,Comedy
Captives,Thriller
Dead Man,Fantasy
The Horseman on the Roof,Adventure
Switchblade Sisters,Crime
Mouth to Mouth,Foreign
Multiplicity,Fantasy
The Craft,Fantasy
The Great White Hype,Drama
Last Dance,Thriller
Cold Comfort Farm,Drama
"Institute Benjamenta, or This Dream People Call Human Life",Drama
Heaven's Prisoners,Mystery
Original Gangstas,Drama
The Rock,Adventure
Cemetery Man,Drama
Barb Wire,Science
Thinner,Thriller
Spy Hard,Comedy
Brothers in Trouble,Drama
A Close Shave,Animation
Force of Evil,Action
The Stupids,Family
The Arrival,Mystery
The Man from Down Under,War
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,Comedy
Careful,Comedy
A Month by the Lake,Drama
Kim,Adventure
Ashes of Time,Action
Striptease,Thriller
The Last of the High Kings,Comedy
Heavy,Romance
Jack,Drama
The Grass Harp,Drama
Life is Rosy,Romance
Touki Bouki,Romance
Spirits of the Dead,Mystery
Pharaoh's  Army,Drama
Trainspotting,Crime
Til There Was You,Romance
Independence Day,Adventure
Stealing Beauty,Romance
The Cable Guy,Drama
Eraser,Drama
"I, the Worst of All",Foreign
An Unforgettable Summer,Romance
Somebody to Love,Drama
The Frighteners,Comedy
Lone Star,Mystery
Harriet the Spy,Drama
Phenomenon,Fantasy
Walking and Talking,Drama
She's the One,Romance
A Time to Kill,Drama
Rendezvous in Paris,Comedy
Fled,Comedy
Kazaam,Comedy
Larger Than Life,Comedy
Power 98,Mystery
Two Deaths,Drama
Death in the Garden,Drama
Hedd Wyn,Drama
La Collectionneuse,Comedy
Kaspar Hauser,Foreign
Regular Guys,Foreign
The Adventures of Pinocchio,Family
Joe's Apartment,Comedy
Stonewall,Drama
Foxfire,Drama
The Crow: City of Angels,Fantasy
House Arrest,Family
Eyes Without a Face,Horror
Bordello of Blood,Comedy
Flirt,Romance
The Spitfire Grill,Drama
Escape from L.A.,Adventure
Cyclo,Drama
Basquiat,History
Tin Cup,Drama
Dingo,Music
The Godfather,Crime
Maybe... Maybe Not,Drama
Police Story 3: Supercop,Crime
Manny & Lo,Comedy
Carpool,Family
Kansas City,Drama
Gone Fishin',Family
Lover's Knot,Comedy
Project S,Adventure
Girls Town,Drama
The Relic,Mystery
The Island of Dr. Moreau,Horror
First Kid,Family
The Trigger Effect,Thriller
Bogus,Comedy
Talk of Angels,Romance
The Land Before Time III: The Time of the Great Giving,Adventure
Halloween: The Curse of Michael Myers,Thriller
Twelfth Night,Comedy
Mother Night,History
Liebelei,Romance
Venice,Romance
Wild Reeds,Romance
For Whom the Bell Tolls,History
The Philadelphia Story,Romance
Singin' in the Rain,Music
An American in Paris,Comedy
Funny Face,Comedy
Breakfast at Tiffany's,Drama
Vertigo,Romance
It Happened One Night,Romance
The Gay Divorcee,Music
North by Northwest,Thriller
Some Like It Hot,Romance
Charade,Mystery
Casablanca,Romance
My Fair Lady,Family
Sabrina,Drama
Roman Holiday,Romance
The Little Princess,Comedy
Meet Me in St. Louis,Music
Gone with the Wind,Romance
My Favorite Year,Drama
Citizen Kane,Drama
Golden Earrings,Romance
Rebecca,Mystery
Foreign Correspondent,Thriller
An Affair to Remember,Romance
To Catch a Thief,Drama
The Band Wagon,Music
Ninotchka,Romance
The Reluctant Debutante,Romance
The Adventures of Robin Hood,Adventure
Laura,Mystery
The Ghost and Mrs. Muir,Romance
Top Hat,Music
To Be or Not to Be,War
My Man Godfrey,Romance
The Thin Man,Crime
His Girl Friday,Drama
Around the World in Eighty Days,Comedy
It's a Wonderful Life,Family
Mr. Smith Goes to Washington,Drama
Bringing Up Baby,Romance
Penny Serenade,Romance
Lady of Burlesque,Thriller
Angel on My Shoulder,Fantasy
Little Lord Fauntleroy,Family
They Made Me a Criminal,Crime
The Inspector General,Music
Angel and the Badman,Western
A Walk in the Sun,Drama
The Outlaw,Adventure
The African Queen,War
Beat the Devil,Adventure
Cat on a Hot Tin Roof,Romance
The Last Time I Saw Paris,Drama
Meet John Doe,Comedy
Algiers,Action
Moonlight Murder,Mystery
"Yes, Madam",Foreign
The Pompatus of Love,Romance
Small Wonders,Family
Fly Away Home,Adventure
Grace of My Heart,Comedy
Maximum Risk,Adventure
Michael Collins,Thriller
The Rich Man's Wife,Thriller
Infinity,Romance
Set It Off,Action
2 Days in the Valley,Crime
Curdled,Crime
Extreme Measures,Thriller
The Glimmer Man,Adventure
D3: The Mighty Ducks,Comedy
The Chamber,Drama
The Apple Dumpling Gang,Family
"Davy Crockett, King of the Wild Frontier",Adventure
Herbie Rides Again,Comedy
Old Yeller,Drama
Homeward Bound: The Incredible Journey,Comedy
Swiss Family Robinson,Family
That Darn Cat!,Family
Winnie the Pooh and the Blustery Day,Family
The Three Caballeros,Family
The Sword in the Stone,Family
So Dear to My Heart,Drama
Mary Poppins,Family
Dumbo,Family
Bedknobs and Broomsticks,Fantasy
The Fox and the Hound,Animation
The Sound of Music,Family
Die Hard,Thriller
The Lawnmower Man,Thriller
Unhook the Stars,Romance
The Secret Agent,Thriller
That Thing You Do!,Drama
To Gillian on Her 37th Birthday,Romance
Surviving Picasso,Romance
Love Is All There Is,Romance
Beautiful Thing,Drama
The Long Kiss Goodnight,Action
Trees Lounge,Drama
Normal Life,Drama
Shadow Conspiracy,Thriller
Jude,Romance
Everyone Says I Love You,Comedy
Bitter Sugar,Romance
Romeo + Juliet,Romance
Sleepers,Drama
Aladdin and the King of Thieves,Animation
Shall We Dance,Music
A Damsel in Distress,Music
Crossfire,Drama
"Murder, My Sweet",Drama
Macao,Drama
For the Moment,Drama
Willy Wonka & the Chocolate Factory,Fantasy
The Sexual Life of the Belgians,Romance
Sleeper,Romance
A Fish Called Wanda,Crime
Victor/Victoria,Music
The Candidate,Drama
The Great Race,Comedy
Bonnie and Clyde,Drama
Dial M for Murder,Mystery
Reservoir Dogs,Thriller
Platoon,War
Basic Instinct,Mystery
The Doors,Music
The Crying Game,Crime
Glengarry Glen Ross,Drama
Sophie's Choice,Romance
Top Gun,Romance
American Strays,Comedy
Bird of Prey,Drama
The Sleepover,Horror
North Star,Adventure
The Return of the Pink Panther,Comedy
Drop Dead Fred,Fantasy
The Abyss,Action
The Howling,Horror
Monty Python and the Holy Grail,Comedy
Hustler White,Drama
Three Lives and Only One Death,Crime
The Wrong Trousers,Comedy
The Return of Martin Guerre,Crime
He Walked by Night,Thriller
T-Men,Crime
The Tin Drum,History
The Ruling Class,Comedy
Mina Tannenbaum,Comedy
2 or 3 Things I Know About Her,Drama
Bob Roberts,Drama
Cinema Paradiso,Romance
"The Cook, the Thief, His Wife & Her Lover",Drama
Delicatessen,Science
The Double Life of Veronique,Thriller
Paths of Glory,War
The Grifters,Drama
Hear My Song,Foreign
The English Patient,Romance
Mediterraneo,Romance
Strictly Ballroom,Drama
The Thin Blue Line,Documentary
Tie Me Up! Tie Me Down!,Crime
Madonna: Truth or Dare,Music
The Empire Strikes Back,Action
The Princess Bride,Family
Raiders of the Lost Ark,Action
Brazil,Science
Aliens,Action
Withnail & I,Drama
Lawrence of Arabia,Drama
To Kill a Mockingbird,Drama
Apocalypse Now,War
Return of the Jedi,Action
Wings of Desire,Fantasy
The Third Man,Mystery
GoodFellas,Crime
Alien,Action
Army of Darkness,Horror
The Big Blue,Drama
Ran,Drama
The Killer,Crime
The Blues Brothers,Comedy
The Godfather: Part II,Crime
Full Metal Jacket,War
A Grand Day Out,Animation
Amadeus,History
The Quiet Man,Drama
Once Upon a Time in America,Crime
Annie Hall,Drama
The Right Stuff,History
Stalker,Science
Das Boot,Drama
The Sting,Crime
Harold and Maude,Drama
The Seventh Seal,Drama
Local Hero,Drama
The Terminator,Thriller
Braindead,Comedy
Rosencrantz & Guildenstern Are Dead,Drama
Manhattan,Drama
Miller's Crossing,Thriller
Touch of Evil,Thriller
La Femme Nikita,Thriller
The Bridge on the River Kwai,History
8½,Drama
Chinatown,Drama
The Treasure of the Sierra Madre,Adventure
Bad Taste,Comedy
The Shining,Thriller
Stand by Me,Drama
Evil Dead II,Comedy
The Great Escape,Drama
The Deer Hunter,War
Diva,Drama
Groundhog Day,Fantasy
Pump up the Volume,Drama
Arsenic and Old Lace,Crime
Back to the Future,Comedy
Fried Green Tomatoes,Comedy
Patton,History
Down by Law,Drama
Highlander,Action
Cool Hand Luke,Drama
Young Frankenstein,Science
Night on Earth,Drama
Fantasia,Family
Heathers,Comedy
This Is Spinal Tap,Music
Koyaanisqatsi,Music
Some Kind of Wonderful,Romance
Indiana Jones and the Last Crusade,Action
Being There,Drama
Gandhi,History
The Unbearable Lightness of Being,Romance
A Room with a View,Romance
Real Genius,Romance
The Killing Fields,Drama
My Life as a Dog,Comedy
Forbidden Planet,Science
Field of Dreams,Fantasy
The Man Who Would Be King,Drama
Butch Cassidy and the Sundance Kid,Drama
Until the End of the World,Drama
When Harry Met Sally...,Romance
Hype!,Music
Santa with Muscles,Comedy
Female Perversions,Romance
Mad Dog Time,Action
Blue Juice,Romance
An American Werewolf in London,Comedy
Amityville 3-D,Thriller
April Fool's Day,Mystery
Audrey Rose,Drama
The Believers,Drama
Body Parts,Thriller
The Body Snatcher,Horror
Bride of Frankenstein,Science
Candyman,Horror
Cape Fear,Thriller
Nosferatu,Horror
Blood and Wine,Drama
Albino Alligator,Drama
The Mirror Has Two Faces,Drama
Breaking the Waves,Romance
Jingle All the Way,Comedy
Identification of a Woman,Drama
Paradise Lost: The Child Murders at Robin Hood Hills,Drama
The Preacher's Wife,Drama
Zero Kelvin,Thriller
Ridicule,Drama
The Crucible,History
101 Dalmatians,Family
I Can't Sleep,Mystery
Die Hard 2,Thriller
Star Trek II: The Wrath of Khan,Adventure
Batman Returns,Fantasy
Young Guns,Action
Young Guns II,Adventure
Grease 2,Drama
Marked for Death,Thriller
Adrenalin: Fear the Rush,Science
Under Siege,Thriller
Terror in a Texas Town,Western
Jaws,Thriller
Jaws 2,Thriller
Jaws 3-D,Horror
My Fellow Americans,Drama
Mars Attacks!,Fantasy
Citizen Ruth,Comedy
Jerry Maguire,Drama
Raising Arizona,Crime
Tin Men,Drama
Sneakers,Crime
In Love and War,Romance
Ghosts of Mississippi,Drama
Night Falls on Manhattan,Crime
Beavis and Butt-Head Do America,Comedy
La Cérémonie,Thriller
Scream,Horror
The Evening Star,Romance
Some Mother's Son,History
The Whole Wide World,Romance
Evita,Drama
The Portrait of a Lady,Romance
Walkabout,Drama
Message to Love: The Isle of Wight Festival,Music
Murder at 1600,Drama
Inside,Drama
Fierce Creatures,Romance
Zeus & Roxanne,Adventure
Turbulence,Thriller
First Strike,Adventure
Beverly Hills Ninja,Comedy
Falling in Love Again,Romance
Dante's Peak,Adventure
Amos & Andrew,Comedy
Benny & Joon,Drama
Prefontaine,Romance
Guantanamera,Comedy
McHale's Navy,Comedy
Kolya,Drama
Gridlock'd,Drama
Waiting for Guffman,Comedy
Prisoner of the Mountains,War
The Beautician and the Beast,Romance
SubUrbia,Drama
Hotel de Love,Foreign
The Pest,Comedy
Fools Rush In,Comedy
Touch,Comedy
Absolute Power,Drama
That Darn Cat,Family
That Old Feeling,Drama
Lost Highway,Thriller
Rosewood,History
Donnie Brasco,Drama
Boys Life 2,Romance
City of Industry,Thriller
Best Men,Romance
Jungle 2 Jungle,Family
Kama Sutra - A Tale of Love,History
Love Jones,Drama
Smilla's Sense of Snow,Crime
The Van,Drama
Crash,Thriller
The Daytrippers,Drama
The Quiet Room,Foreign
The Devil's Own,Thriller
Cats Don't Dance,Comedy
B.A.P.S.,Comedy
Love and Other Catastrophes,Romance
Turbo: A Power Rangers Movie,Adventure
Double Team,Science
Inventing the Abbotts,Romance
Anaconda,Horror
Grosse Pointe Blank,Comedy
Keys to Tulsa,Drama
Kissed,Drama
8 Heads in a Duffel Bag,Crime
Paradise Road,Drama
Traveller,Crime
All Over Me,Romance
A Chef in Love,Comedy
Temptress Moon,Foreign
Children of the Revolution,Drama
Breakdown,Action
Commandments,Drama
"Truth or Consequences, N.M.",Crime
Warriors of Virtue,Family
Fathers' Day,Family
The Fifth Element,Fantasy
Losing Chase,Romance
Sprung,Romance
Le Bonheur,Romance
The Second Jungle Book: Mowgli & Baloo,Family
Twin Town,Drama
Addicted to Love,Romance
Brassed Off,Romance
The Lost World: Jurassic Park,Action
Ponette,Foreign
Shiloh,Family
Rough Magic,Drama
Trial and Error,Romance
Con Air,Thriller
The Pillow Book,Foreign
To Have (Or Not),Romance
Speed 2: Cruise Control,Adventure
Squeeze,Drama
Sudden Manhattan,Thriller
Wedding Bell Blues,Romance
Batman & Robin,Crime
Roseanna's Grave,Romance
Head Above Water,Thriller
MURDER and murder,Romance
My Best Friend's Wedding,Romance
Face/Off,Crime
Fall,Romance
Gabbeh,Mystery
For Ever Mozart,Comedy
Men in Black,Adventure
Out to Sea,Romance
A Simple Wish,Comedy
Contact,Science
Love Serenade,Foreign
G.I. Jane,Drama
George of the Jungle,Comedy
Cop Land,Crime
Event Horizon,Science
Spawn,Adventure
Air Bud,Family
Picture Perfect,Romance
In the Company of Men,Drama
Conspiracy Theory,Drama
Desperate Measures,Drama
She's So Lovely,Romance
Hoodlum,Drama
Leave it to Beaver,Comedy
Mimic,Horror
Money Talks,Adventure
Excess Baggage,Comedy
Kull the Conqueror,Fantasy
Air Force One,Thriller
One Eight Seven,Thriller
The Hunt for Red October,Adventure
My Own Private Idaho,Romance
Star Maps,Drama
In & Out,Romance
The Edge,Adventure
The Peacemaker,Thriller
L.A. Confidential,Drama
Seven Years in Tibet,Drama
Kiss the Girls,Mystery
Soul Food,Drama
Kicked in the Head,Crime
The Game,Thriller
The Locusts,Romance
A Smile Like Yours,Romance
Chasing Amy,Drama
Def Jam's How to Be a Player,Romance
Alive and Kicking,Drama
Mrs Brown,History
I Know What You Did Last Summer,Thriller
The Devil's Advocate,Horror
RocketMan,Family
Playing God,Action
The House of Yes,Drama
Washington Square,Romance
Telling Lies In America,Drama
Year of the Horse,Music
Gattaca,Science
FairyTale: A True Story,Drama
Phantoms,Science
Swept from the Sea,Romance
A Life Less Ordinary,Drama
Hurricane Streets,Crime
Switchback,Adventure
Gang Related,Drama
Stripes,Comedy
Hugo Pool,Romance
Mad City,Drama
The Tango Lesson,Music
Welcome to Sarajevo,Drama
Deceiver,Crime
Witness,Drama
Incognito,Thriller
Starship Troopers,Action
Critical Care,Drama
Sliding Doors,Drama
Mortal Kombat: Annihilation,Fantasy
The Truman Show,Drama
The Wings of the Dove,Romance
Mrs. Dalloway,Romance
"I Love You, I Love You Not",Family
Red Corner,Drama
The Jackal,Thriller
The Man Who Knew Too Little,Thriller
Alien Escape,Science
Amistad,History
Artemisia,History
Bent,History
The Butcher Boy,Drama
Deconstructing Harry,Drama
Flubber,Family
Home Alone 3,Family
Man of Her Dreams,Drama
Midnight in the Garden of Good and Evil,Drama
MouseHunt,Family
Office Killer,Horror
Scream 2,Mystery
Tomorrow Never Dies,Action
The Postman,Adventure
The Horse Whisperer,Romance
Jackie Brown,Crime
Mr. Magoo,Family
The Big Lebowski,Crime
Afterglow,Romance
My Life in Pink,Comedy
3 Ninjas: High Noon at Mega Mountain,Comedy
Men of Means,Action
Caught Up,Thriller
Wag the Dog,Drama
The Leading Man,Drama
Star Kid,Adventure
Half Baked,Crime
Shooting Fish,Comedy
The Prophecy II,Horror
Fallen Angels,Action
Four Days in September,Drama
Spice World,Fantasy
Deep Rising,Action
Tainted,Comedy
A Letter from Death Row,Crime
Music from Another Room,Drama
