imdb_id,movie_title,imdb_url
tt0112744,The Crossing Guard,https://www.imdb.com/title/tt0112744
tt0116731,The Juror,https://www.imdb.com/title/tt0116731
tt0112445,بادکنک سفید,https://www.imdb.com/title/tt0112445
tt0114660,Things to Do in Denver When Youre Dead,https://www.imdb.com/title/tt0114660
tt0112379,Antonia,https://www.imdb.com/title/tt0112379
tt0114039,Once Upon a Time... When We Were Colored,https://www.imdb.com/title/tt0114039
tt0113612,Last Summer in the Hamptons,https://www.imdb.com/title/tt0113612
tt0112365,Angels and Insects,https://www.imdb.com/title/tt0112365
tt0118158,White Squall,https://www.imdb.com/title/tt0118158
tt0116151,Dunston Checks In,https://www.imdb.com/title/tt0116151
tt0115697,Black Sheep,https://www.imdb.com/title/tt0115697
tt0113972,Nick of Time,https://www.imdb.com/title/tt0113972
tt0113490,The Journey of August King,https://www.imdb.com/title/tt0113490
tt0117002,Mary Reilly,https://www.imdb.com/title/tt0117002
tt0114825,Vampire in Brooklyn,https://www.imdb.com/title/tt0114825
tt0115639,Beautiful Girls,https://www.imdb.com/title/tt0115639
tt0115759,Broken Arrow,https://www.imdb.com/title/tt0115759
tt0113403,A Midwinters Tale,https://www.imdb.com/title/tt0113403
tt0113247,La Haine,https://www.imdb.com/title/tt0113247
tt0111173,Shopping,https://www.imdb.com/title/tt0111173
tt0113283,Heidi Fleiss: Hollywood Madam,https://www.imdb.com/title/tt0113283
tt0115907,City Hall,https://www.imdb.com/title/tt0115907
tt0115734,Bottle Rocket,https://www.imdb.com/title/tt0115734
tt0117102,Mr. Wrong,https://www.imdb.com/title/tt0117102
tt0118040,Unforgettable,https://www.imdb.com/title/tt0118040
tt0116483,Happy Gilmore,https://www.imdb.com/title/tt0116483
tt0112579,The Bridges of Madison County,https://www.imdb.com/title/tt0112579
tt0110251,Keiner liebt mich,https://www.imdb.com/title/tt0110251
tt0117110,Muppet Treasure Island,https://www.imdb.com/title/tt0117110
tt0112646,Catwalk,https://www.imdb.com/title/tt0112646
tt0113276,Headless Body in Topless Bar,https://www.imdb.com/title/tt0113276
tt0112573,Braveheart,https://www.imdb.com/title/tt0112573
tt0075314,Taxi Driver,https://www.imdb.com/title/tt0075314
tt0113326,紅番區,https://www.imdb.com/title/tt0113326
tt0115645,Before and After,https://www.imdb.com/title/tt0115645
tt0113774,Margarets Museum,https://www.imdb.com/title/tt0113774
tt0112556,Le Bonheur est dans le pré,https://www.imdb.com/title/tt0112556
tt0112373,Anne Frank Remembered,https://www.imdb.com/title/tt0112373
tt0115033,The Young Poisoners Handbook,https://www.imdb.com/title/tt0115033
tt0116606,If Lucy Fell,https://www.imdb.com/title/tt0116606
tt0114536,Steal Big Steal Little,https://www.imdb.com/title/tt0114536
tt0117427,Race the Sun,https://www.imdb.com/title/tt0117427
tt0106473,The Boys of St. Vincent,https://www.imdb.com/title/tt0106473
tt0103859,Boomerang,https://www.imdb.com/title/tt0103859
tt0109424,重慶森林,https://www.imdb.com/title/tt0109424
tt0114808,Luomo delle stelle,https://www.imdb.com/title/tt0114808
tt0116324,Flirting with Disaster,https://www.imdb.com/title/tt0116324
tt0110647,The NeverEnding Story III,https://www.imdb.com/title/tt0110647
tt0111055,صمت القصور,https://www.imdb.com/title/tt0111055
tt0110217,Jupiters Wife,https://www.imdb.com/title/tt0110217
tt0114131,Pie in the Sky,https://www.imdb.com/title/tt0114131
tt0112364,Angela,https://www.imdb.com/title/tt0112364
tt0113107,Frankie Starlight,https://www.imdb.com/title/tt0113107
tt0113451,Jade,https://www.imdb.com/title/tt0113451
tt0114015,Nueba Yol,https://www.imdb.com/title/tt0114015
tt0114500,Sonic Outlaws,https://www.imdb.com/title/tt0114500
tt0116130,Down Periscope,https://www.imdb.com/title/tt0116130
tt0113125,From the Journals of Jean Seberg,https://www.imdb.com/title/tt0113125
tt0113756,Man of the Year,https://www.imdb.com/title/tt0113756
tt0113952,The Neon Bible,https://www.imdb.com/title/tt0113952
tt0114618,Target,https://www.imdb.com/title/tt0114618
tt0118055,Up Close & Personal,https://www.imdb.com/title/tt0118055
tt0115685,The Birdcage,https://www.imdb.com/title/tt0115685
tt0113200,Gospa,https://www.imdb.com/title/tt0113200
tt0112585,The Brothers McMullen,https://www.imdb.com/title/tt0112585
tt0112442,Bad Boys,https://www.imdb.com/title/tt0112442
tt0112342,The Amazing Panda Adventure,https://www.imdb.com/title/tt0112342
tt0112461,The Basketball Diaries,https://www.imdb.com/title/tt0112461
tt0112427,An Awfully Big Adventure,https://www.imdb.com/title/tt0112427
tt0109093,Amateur,https://www.imdb.com/title/tt0109093
tt0112384,Apollo 13,https://www.imdb.com/title/tt0112384
tt0114287,Rob Roy,https://www.imdb.com/title/tt0114287
tt0112288,The Addiction,https://www.imdb.com/title/tt0112288
tt0112462,Batman Forever,https://www.imdb.com/title/tt0112462
tt0061395,Belle de jour,https://www.imdb.com/title/tt0061395
tt0112495,Beyond Rangoon,https://www.imdb.com/title/tt0112495
tt0112541,Blue in the Face,https://www.imdb.com/title/tt0112541
tt0109370,Canadian Bacon,https://www.imdb.com/title/tt0109370
tt0112642,Casper,https://www.imdb.com/title/tt0112642
tt0112688,Clockers,https://www.imdb.com/title/tt0112688
tt0112715,Congo,https://www.imdb.com/title/tt0112715
tt0112740,Crimson Tide,https://www.imdb.com/title/tt0112740
tt0109508,Crumb,https://www.imdb.com/title/tt0109508
tt0112851,Desperado,https://www.imdb.com/title/tt0112851
tt0112857,Devil in a Blue Dress,https://www.imdb.com/title/tt0112857
tt0112864,Die Hard: With a Vengeance,https://www.imdb.com/title/tt0112864
tt0112887,The Doom Generation,https://www.imdb.com/title/tt0112887
tt0113044,Feast of July,https://www.imdb.com/title/tt0113044
tt0113071,First Knight,https://www.imdb.com/title/tt0113071
tt0113114,Free Willy 2 - The Adventure Home,https://www.imdb.com/title/tt0113114
tt0113243,Hackers,https://www.imdb.com/title/tt0113243
tt0113464,Jeffrey,https://www.imdb.com/title/tt0113464
tt0113481,Johnny Mnemonic,https://www.imdb.com/title/tt0113481
tt0113492,Judge Dredd,https://www.imdb.com/title/tt0113492
tt0113500,Jury Duty,https://www.imdb.com/title/tt0113500
tt0113540,Kids,https://www.imdb.com/title/tt0113540
tt0113677,Living in Oblivion,https://www.imdb.com/title/tt0113677
tt0113690,Lord of Illusions,https://www.imdb.com/title/tt0113690
tt0107447,Love & Human Remains,https://www.imdb.com/title/tt0107447
tt0113729,Mad Love,https://www.imdb.com/title/tt0113729
tt0113749,Mallrats,https://www.imdb.com/title/tt0113749
tt0113820,Mighty Morphin Power Rangers: The Movie,https://www.imdb.com/title/tt0113820
tt0113851,Moonlight and Valentino,https://www.imdb.com/title/tt0113851
tt0110604,Mute Witness,https://www.imdb.com/title/tt0110604
tt0110620,Nadja,https://www.imdb.com/title/tt0110620
tt0113957,The Net,https://www.imdb.com/title/tt0113957
tt0113986,Nine Months,https://www.imdb.com/title/tt0113986
tt0114095,Party Girl,https://www.imdb.com/title/tt0114095
tt0114194,The Prophecy,https://www.imdb.com/title/tt0114194
tt0114241,Reckless,https://www.imdb.com/title/tt0114241
tt0114323,Safe,https://www.imdb.com/title/tt0114323
tt0114345,The Scarlet Letter,https://www.imdb.com/title/tt0114345
tt0114435,The Show,https://www.imdb.com/title/tt0114435
tt0114436,Showgirls,https://www.imdb.com/title/tt0114436
tt0114478,Smoke,https://www.imdb.com/title/tt0114478
tt0114496,Something to Talk About,https://www.imdb.com/title/tt0114496
tt0114508,Species,https://www.imdb.com/title/tt0114508
tt0114534,The Stars Fell on Henrietta,https://www.imdb.com/title/tt0114534
tt0114558,Strange Days,https://www.imdb.com/title/tt0114558
tt0058450,Les parapluies de Cherbourg,https://www.imdb.com/title/tt0058450
tt0114666,The Tie That Binds,https://www.imdb.com/title/tt0114666
tt0114663,Three Wishes,https://www.imdb.com/title/tt0114663
tt0114702,Total Eclipse,https://www.imdb.com/title/tt0114702
tt0114682,To Wong Foo Thanks for Everything! Julie Newmar,https://www.imdb.com/title/tt0114682
tt0114781,Under Siege 2: Dark Territory,https://www.imdb.com/title/tt0114781
tt0114798,Unstrung Heroes,https://www.imdb.com/title/tt0114798
tt0114805,Unzipped,https://www.imdb.com/title/tt0114805
tt0114887,A Walk in the Clouds,https://www.imdb.com/title/tt0114887
tt0114898,Waterworld,https://www.imdb.com/title/tt0114898
tt0114928,White Mans Burden,https://www.imdb.com/title/tt0114928
tt0114938,Wild Bill,https://www.imdb.com/title/tt0114938
tt0109340,The Browning Version,https://www.imdb.com/title/tt0109340
tt0112602,Bushwhacked,https://www.imdb.com/title/tt0112602
tt0111579,Утомлённые солнцем,https://www.imdb.com/title/tt0111579
tt0110882,Before the Rain,https://www.imdb.com/title/tt0110882
tt0112471,Before Sunrise,https://www.imdb.com/title/tt0112471
tt0112508,Billy Madison,https://www.imdb.com/title/tt0112508
tt0112438,The Babysitter,https://www.imdb.com/title/tt0112438
tt0112571,Boys on the Side,https://www.imdb.com/title/tt0112571
tt0112757,The Cure,https://www.imdb.com/title/tt0112757
tt0112643,Castle Freak,https://www.imdb.com/title/tt0112643
tt0112679,Circle of Friends,https://www.imdb.com/title/tt0112679
tt0109445,Clerks,https://www.imdb.com/title/tt0109445
tt0112883,Don Juan DeMarco,https://www.imdb.com/title/tt0112883
tt0109635,Disclosure,https://www.imdb.com/title/tt0109635
tt0112899,Dream Man,https://www.imdb.com/title/tt0112899
tt0109676,Drop Zone,https://www.imdb.com/title/tt0109676
tt0112854,Destiny Turns on the Radio,https://www.imdb.com/title/tt0112854
tt0109579,Death and the Maiden,https://www.imdb.com/title/tt0109579
tt0109642,Dolores Claiborne,https://www.imdb.com/title/tt0109642
tt0109686,Dumb and Dumber,https://www.imdb.com/title/tt0109686
tt0111797,飲食男女,https://www.imdb.com/title/tt0111797
tt0109759,Exotica,https://www.imdb.com/title/tt0109759
tt0109758,Exit to Eden,https://www.imdb.com/title/tt0109758
tt0109707,Ed Wood,https://www.imdb.com/title/tt0109707
tt0113117,French Kiss,https://www.imdb.com/title/tt0113117
tt0113097,Forget Paris,https://www.imdb.com/title/tt0113097
tt0113028,Far from Home: The Adventures of Yellow Dog,https://www.imdb.com/title/tt0113028
tt0113198,A Goofy Movie,https://www.imdb.com/title/tt0113198
tt0113303,Hideaway,https://www.imdb.com/title/tt0113303
tt0113089,Fluke,https://www.imdb.com/title/tt0113089
tt0109771,Farinelli,https://www.imdb.com/title/tt0109771
tt0113199,Gordy,https://www.imdb.com/title/tt0113199
tt0113234,Gumby: The Movie,https://www.imdb.com/title/tt0113234
tt0109906,The Glass Shield,https://www.imdb.com/title/tt0109906
tt0110057,Hoop Dreams,https://www.imdb.com/title/tt0110057
tt0110005,Heavenly Creatures,https://www.imdb.com/title/tt0110005
tt0110066,Houseguest,https://www.imdb.com/title/tt0110066
tt0110116,Immortal Beloved,https://www.imdb.com/title/tt0110116
tt0110006,Heavyweights,https://www.imdb.com/title/tt0110006
tt0113360,The Hunted,https://www.imdb.com/title/tt0113360
tt0110099,I.Q.,https://www.imdb.com/title/tt0110099
tt0110148,Interview with the Vampire,https://www.imdb.com/title/tt0110148
tt0113463,Jefferson in Paris,https://www.imdb.com/title/tt0113463
tt0110189,The Jerky Boys,https://www.imdb.com/title/tt0110189
tt0110216,Junior,https://www.imdb.com/title/tt0110216
tt0113501,Just Cause,https://www.imdb.com/title/tt0113501
tt0113538,A Kid in King Arthurs Court,https://www.imdb.com/title/tt0113538
tt0113552,Kiss of Death,https://www.imdb.com/title/tt0113552
tt0076759,Star Wars,https://www.imdb.com/title/tt0076759
tt0110367,Little Women,https://www.imdb.com/title/tt0110367
tt0113670,A Little Princess,https://www.imdb.com/title/tt0113670
tt0110296,Ladybird Ladybird,https://www.imdb.com/title/tt0110296
tt0109731,LEnfer,https://www.imdb.com/title/tt0109731
tt0103994,Como agua para chocolate,https://www.imdb.com/title/tt0103994
tt0110322,Legends of the Fall,https://www.imdb.com/title/tt0110322
tt0110443,Major Payne,https://www.imdb.com/title/tt0110443
tt0110365,Little Odessa,https://www.imdb.com/title/tt0110365
tt0107566,Mi Vida Loca,https://www.imdb.com/title/tt0107566
tt0110391,Love Affair,https://www.imdb.com/title/tt0110391
tt0113691,Losing Isaiah,https://www.imdb.com/title/tt0113691
tt0110428,The Madness of King George,https://www.imdb.com/title/tt0110428
tt0109836,Frankenstein,https://www.imdb.com/title/tt0109836
tt0113755,Man of the House,https://www.imdb.com/title/tt0113755
tt0110538,Mixed Nuts,https://www.imdb.com/title/tt0110538
tt0110516,Milk Money,https://www.imdb.com/title/tt0110516
tt0110527,Miracle on 34th Street,https://www.imdb.com/title/tt0110527
tt0113808,Miami Rhapsody,https://www.imdb.com/title/tt0113808
tt0113896,My Family,https://www.imdb.com/title/tt0113896
tt0113870,Murder in the First,https://www.imdb.com/title/tt0113870
tt0110684,Nobodys Fool,https://www.imdb.com/title/tt0110684
tt0110638,Nell,https://www.imdb.com/title/tt0110638
tt0113967,New Jersey Drive,https://www.imdb.com/title/tt0113967
tt0117169,New York Cop,https://www.imdb.com/title/tt0117169
tt0106402,Beyond Bedlam,https://www.imdb.com/title/tt0106402
tt0113948,Nemesis 2 - Nebula,https://www.imdb.com/title/tt0113948
tt0110671,Nina Takes a Lover,https://www.imdb.com/title/tt0110671
tt0110632,Natural Born Killers,https://www.imdb.com/title/tt0110632
tt0110737,Only You,https://www.imdb.com/title/tt0110737
tt0110729,Once Were Warriors,https://www.imdb.com/title/tt0110729
tt0114151,Poison Ivy II: Lily,https://www.imdb.com/title/tt0114151
tt0114069,Outbreak,https://www.imdb.com/title/tt0114069
tt0110413,Léon,https://www.imdb.com/title/tt0110413
tt0114113,The Perez Family,https://www.imdb.com/title/tt0114113
tt0114210,A Pyromaniacs Love Story,https://www.imdb.com/title/tt0114210
tt0110912,Pulp Fiction,https://www.imdb.com/title/tt0110912
tt0114084,Panther,https://www.imdb.com/title/tt0114084
tt0105652,Pushing Hands,https://www.imdb.com/title/tt0105652
tt0110889,Priest,https://www.imdb.com/title/tt0110889
tt0110932,Quiz Show,https://www.imdb.com/title/tt0110932
tt0114129,Picture Bride,https://www.imdb.com/title/tt0114129
tt0110963,La Reine Margot,https://www.imdb.com/title/tt0110963
tt0114214,The Quick and the Dead,https://www.imdb.com/title/tt0114214
tt0114296,Roommates,https://www.imdb.com/title/tt0114296
tt0110907,Prêt-à-Porter,https://www.imdb.com/title/tt0110907
tt0111495,Trois couleurs : Rouge,https://www.imdb.com/title/tt0111495
tt0108394,Trois couleurs : Bleu,https://www.imdb.com/title/tt0108394
tt0111507,Trois couleurs : Blanc,https://www.imdb.com/title/tt0111507
tt0110769,Pao Da Shuang Deng,https://www.imdb.com/title/tt0110769
tt0114268,Rent-a-Kid,https://www.imdb.com/title/tt0114268
tt0110965,Relative Fear,https://www.imdb.com/title/tt0110965
tt0114571,Stuart Saves His Family,https://www.imdb.com/title/tt0114571
tt0111333,The Swan Princess,https://www.imdb.com/title/tt0111333
tt0111112,The Secret of Roan Inish,https://www.imdb.com/title/tt0111112
tt0111255,The Specialist,https://www.imdb.com/title/tt0111255
tt0111282,Stargate,https://www.imdb.com/title/tt0111282
tt0111070,The Santa Clause,https://www.imdb.com/title/tt0111070
tt0111161,The Shawshank Redemption,https://www.imdb.com/title/tt0111161
tt0111149,Shallow Grave,https://www.imdb.com/title/tt0111149
tt0108260,Suture,https://www.imdb.com/title/tt0108260
tt0106966,Fresa y chocolate,https://www.imdb.com/title/tt0106966
tt0114594,Swimming with Sharks,https://www.imdb.com/title/tt0114594
tt0111309,The Sum of Us,https://www.imdb.com/title/tt0111309
tt0113936,Senior Trip,https://www.imdb.com/title/tt0113936
tt0110081,活着,https://www.imdb.com/title/tt0110081
tt0114614,Tank Girl,https://www.imdb.com/title/tt0114614
tt0114608,Tales from the Crypt: Demon Knight,https://www.imdb.com/title/tt0114608
tt0111280,Star Trek: Generations,https://www.imdb.com/title/tt0111280
tt0114609,Tales from the Hood,https://www.imdb.com/title/tt0114609
tt0111454,Tom & Viv,https://www.imdb.com/title/tt0111454
tt0114852,Village of the Damned,https://www.imdb.com/title/tt0114852
tt0114694,Tommy Boy,https://www.imdb.com/title/tt0114694
tt0111590,Vanya on 42nd Street,https://www.imdb.com/title/tt0111590
tt0114788,The Underneath,https://www.imdb.com/title/tt0114788
tt0114888,The Walking Dead,https://www.imdb.com/title/tt0114888
tt0108550,Whats Eating Gilbert Grape,https://www.imdb.com/title/tt0108550
tt0114857,Virtuosity,https://www.imdb.com/title/tt0114857
tt0114924,While You Were Sleeping,https://www.imdb.com/title/tt0114924
tt0111667,The War,https://www.imdb.com/title/tt0111667
tt0109655,Double Happiness,https://www.imdb.com/title/tt0109655
tt0110598,Muriels Wedding,https://www.imdb.com/title/tt0110598
tt0112435,The Baby-Sitters Club,https://www.imdb.com/title/tt0112435
tt0109040,Ace Ventura: Pet Detective,https://www.imdb.com/title/tt0109040
tt0109045,The Adventures of Priscilla Queen of the Desert,https://www.imdb.com/title/tt0109045
tt0106339,Backbeat,https://www.imdb.com/title/tt0106339
tt0104779,Bitter Moon,https://www.imdb.com/title/tt0104779
tt0109348,Bullets Over Broadway,https://www.imdb.com/title/tt0109348
tt0109444,Clear and Present Danger,https://www.imdb.com/title/tt0109444
tt0109446,The Client,https://www.imdb.com/title/tt0109446
tt0109484,Corrina Corrina,https://www.imdb.com/title/tt0109484
tt0109504,Crooklyn,https://www.imdb.com/title/tt0109504
tt0109506,The Crow,https://www.imdb.com/title/tt0109506
tt0109450,Cobb,https://www.imdb.com/title/tt0109450
tt0109813,The Flintstones,https://www.imdb.com/title/tt0109813
tt0109830,Forrest Gump,https://www.imdb.com/title/tt0109830
tt0109831,Four Weddings and a Funeral,https://www.imdb.com/title/tt0109831
tt0113305,Higher Learning,https://www.imdb.com/title/tt0113305
tt0110091,I Like It Like That,https://www.imdb.com/title/tt0110091
tt0110093,I Love Trouble,https://www.imdb.com/title/tt0110093
tt0110167,It Could Happen to You,https://www.imdb.com/title/tt0110167
tt0110213,The Jungle Book,https://www.imdb.com/title/tt0110213
tt0107472,Die Macht der Bilder: Leni Riefenstahl,https://www.imdb.com/title/tt0107472
tt0110357,The Lion King,https://www.imdb.com/title/tt0110357
tt0107426,Little Buddha,https://www.imdb.com/title/tt0107426
tt0111686,New Nightmare,https://www.imdb.com/title/tt0111686
tt0110475,The Mask,https://www.imdb.com/title/tt0110475
tt0110478,Maverick,https://www.imdb.com/title/tt0110478
tt0110588,Mrs. Parker and the Vicious Circle,https://www.imdb.com/title/tt0110588
tt0110622,The Naked Gun 33⅓: The Final Insult,https://www.imdb.com/title/tt0110622
tt0110771,The Paper,https://www.imdb.com/title/tt0110771
tt0110950,Reality Bites,https://www.imdb.com/title/tt0110950
tt0105226,Red Rock West,https://www.imdb.com/title/tt0105226
tt0110989,Ri¢hie Ri¢h,https://www.imdb.com/title/tt0110989
tt0111054,Safe Passage,https://www.imdb.com/title/tt0111054
tt0110997,The River Wild,https://www.imdb.com/title/tt0110997
tt0111257,Speed,https://www.imdb.com/title/tt0111257
tt0111256,Speechless,https://www.imdb.com/title/tt0111256
tt0111438,Timecop,https://www.imdb.com/title/tt0111438
tt0111503,True Lies,https://www.imdb.com/title/tt0111503
tt0111693,When a Man Loves a Woman,https://www.imdb.com/title/tt0111693
tt0111742,Wolf,https://www.imdb.com/title/tt0111742
tt0111756,Wyatt Earp,https://www.imdb.com/title/tt0111756
tt0112443,Bad Company,https://www.imdb.com/title/tt0112443
tt0110455,A Man of No Importance,https://www.imdb.com/title/tt0110455
tt0111048,S.F.W.,https://www.imdb.com/title/tt0111048
tt0110399,A Low Down Dirty Shame,https://www.imdb.com/title/tt0110399
tt0112570,Boys Life: Three Stories of Love Lust and Liberation,https://www.imdb.com/title/tt0112570
tt0109454,Le colonel Chabert,https://www.imdb.com/title/tt0109454
tt0059170,Faster Pussycat! Kill! Kill!,https://www.imdb.com/title/tt0059170
tt0110186,Jasons Lyric,https://www.imdb.com/title/tt0110186
tt0108069,The Secret Adventures of Tom Thumb,https://www.imdb.com/title/tt0108069
tt0111301,Street Fighter,https://www.imdb.com/title/tt0111301
tt0112702,Coldblooded,https://www.imdb.com/title/tt0112702
tt0112849,Desert Winds,https://www.imdb.com/title/tt0112849
tt0113014,Fall Time,https://www.imdb.com/title/tt0113014
tt0113043,The Fear,https://www.imdb.com/title/tt0113043
tt0113104,Frank and Ollie,https://www.imdb.com/title/tt0113104
tt0113173,Girl in the Cadillac,https://www.imdb.com/title/tt0113173
tt0113319,Homage,https://www.imdb.com/title/tt0113319
tt0113827,Mirage,https://www.imdb.com/title/tt0113827
tt0114047,Open Season,https://www.imdb.com/title/tt0114047
tt0112889,Dos Crímenes,https://www.imdb.com/title/tt0112889
tt0109339,Brother Minister: The Assassination of Malcolm X,https://www.imdb.com/title/tt0109339
tt0110027,Highlander III: The Sorcerer,https://www.imdb.com/title/tt0110027
tt0109785,Federal Hill,https://www.imdb.com/title/tt0109785
tt0113409,In the Mouth of Madness,https://www.imdb.com/title/tt0113409
tt0109021,8 Seconds,https://www.imdb.com/title/tt0109021
tt0109035,Above the Rim,https://www.imdb.com/title/tt0109035
tt0106220,Addams Family Values,https://www.imdb.com/title/tt0106220
tt0111804,Martin Lawrence: You So Crazy,https://www.imdb.com/title/tt0111804
tt0106226,The Age of Innocence,https://www.imdb.com/title/tt0106226
tt0109068,Airheads,https://www.imdb.com/title/tt0109068
tt0109067,The Air Up There,https://www.imdb.com/title/tt0109067
tt0106292,Another Stakeout,https://www.imdb.com/title/tt0106292
tt0109198,Bad Girls,https://www.imdb.com/title/tt0109198
tt0109219,Barcelona,https://www.imdb.com/title/tt0109219
tt0106379,Being Human,https://www.imdb.com/title/tt0106379
tt0106400,The Beverly Hillbillies,https://www.imdb.com/title/tt0106400
tt0109254,Beverly Hills Cop III,https://www.imdb.com/title/tt0109254
tt0109279,Black Beauty,https://www.imdb.com/title/tt0109279
tt0109297,Blink,https://www.imdb.com/title/tt0109297
tt0109303,Blown Away,https://www.imdb.com/title/tt0109303
tt0109305,Blue Chips,https://www.imdb.com/title/tt0109305
tt0109306,Blue Sky,https://www.imdb.com/title/tt0109306
tt0106452,Body Snatchers,https://www.imdb.com/title/tt0106452
tt0106471,Boxing Helena,https://www.imdb.com/title/tt0106471
tt0106489,A Bronx Tale,https://www.imdb.com/title/tt0106489
tt0109361,Cabin Boy,https://www.imdb.com/title/tt0109361
tt0106505,Calendar Girl,https://www.imdb.com/title/tt0106505
tt0106519,Carlitos Way,https://www.imdb.com/title/tt0106519
tt0109439,City Slickers II: The Legend of Curlys Gold,https://www.imdb.com/title/tt0109439
tt0109443,Clean Slate,https://www.imdb.com/title/tt0109443
tt0106582,Cliffhanger,https://www.imdb.com/title/tt0106582
