movie_title,genre_3
Geronimo: An American Legend,Drama
Getting Even with Dad,Crime
Hard Target,Crime
Heaven & Earth,Action
Hot Shots! Part Deux,War
The Englishman Who Went Up a Hill But Came Down a Mountain,Romance
In the Line of Fire,Thriller
The Inkwell,Romance
Judgment Night,Crime
Killing Zoe,Drama
Last Action Hero,Action
Lightning Jack,Western
Menace II Society,Crime
Executive Decision,Drama
What Happened Was...,Drama
Much Ado About Nothing,Romance
Mrs. Doubtfire,Family
No Escape,Science
Orlando,Fantasy
A Perfect World,Thriller
Radioland Murders,Drama
Rising Sun,Thriller
RoboCop 3,Crime
Romeo Is Bleeding,Drama
Romper Stomper,Thriller
Schindler's List,War
The Secret Garden,Fantasy
Serial Mom,Horror
The Shadow,Action
Six Degrees of Separation,Comedy
Sleepless in Seattle,Romance
Son in Law,Romance
So I Married an Axe Murderer,Romance
Striking Distance,Mystery
Harem,Romance
Super Mario Bros.,Family
Surviving the Game,Thriller
Threesome,Family
The Nightmare Before Christmas,Family
Tombstone,Drama
Trial by Jury,Thriller
True Romance,Crime
Killer,Romance
Cronos,Thriller
The Little Rascals,Family
Andre,Adventure
Princess Caraboo,History
Café au Lait,Romance
Terminator 2: Judgment Day,Science
Dances with Wolves,Western
Tough and Deadly,Drama
The Silence of the Lambs,Thriller
Snow White and the Seven Dwarfs,Family
Window to Paris,Fantasy
The Wooden Man's Bride,Romance
Fargo,Thriller
Homeward Bound II: Lost in San Francisco,Drama
Hellraiser: Bloodline,Science
The Aristocats,Family
Scream of Stone,Documentary
Condition Red,Drama
A Thin Line Between Love and Hate,Crime
The Last Supper,Crime
Primal Fear,Mystery
All Dogs Go to Heaven 2,Family
Land and Freedom,War
Jack & Sarah,Romance
"Little Indian, Big City",Comedy
Courage Under Fire,Mystery
Mission: Impossible,Thriller
"301, 302",Thriller
Purple Noon,Thriller
August,Drama
James and the Giant Peach,Family
Fear,Romance
Faithful,Drama
Underground,Comedy
All Things Fair,Romance
Space Jam,Drama
Hostile Intentions,Drama
They Bite,Science
Windows,Thriller
Operation Dumbo Drop,Comedy
Mrs. Winterbourne,Drama
Solo,Science
True Crime,Thriller
Feeling Minnesota,Drama
Angus,Family
Boys,Mystery
Mulholland Falls,Thriller
Oliver & Company,Family
Captives,Mystery
Dead Man,Western
The Horseman on the Roof,Drama
Switchblade Sisters,Drama
Multiplicity,Science
The Craft,Horror
Cold Comfort Farm,Romance
Heaven's Prisoners,Thriller
Original Gangstas,Crime
The Rock,Thriller
Cemetery Man,Horror
Twister,Drama
Ghost in the Shell,Science
A Close Shave,Comedy
Force of Evil,Crime
The Arrival,Science
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,War
Careful,Drama
A Month by the Lake,Romance
Striptease,Crime
Jack,Science
The Grass Harp,Family
Spirits of the Dead,Horror
Pharaoh's  Army,War
Independence Day,Science
The Cable Guy,Thriller
Eraser,Mystery
An Unforgettable Summer,War
Lone Star,Romance
Harriet the Spy,Family
Phenomenon,Romance
Walking and Talking,Romance
A Time to Kill,Thriller
Fled,Thriller
Kazaam,Science
Power 98,Thriller
La Collectionneuse,Romance
The Adventures of Pinocchio,Fantasy
Joe's Apartment,Music
Stonewall,Comedy
Foxfire,Thriller
Chain Reaction,Science
The Crow: City of Angels,Thriller
Eyes Without a Face,Thriller
Escape from L.A.,Science
Tin Cup,Romance
Police Story 3: Supercop,Thriller
Bound,Romance
Kansas City,Music
Project S,Crime
The Relic,Thriller
The Island of Dr. Moreau,Science
Bogus,Family
Bulletproof,Comedy
Talk of Angels,War
The Land Before Time III: The Time of the Great Giving,Family
Twelfth Night,Romance
For Whom the Bell Tolls,Romance
Singin' in the Rain,Romance
An American in Paris,Music
Funny Face,Romance
Breakfast at Tiffany's,Romance
Vertigo,Thriller
Gaslight,Thriller
The Gay Divorcee,Romance
Charade,Romance
The Maltese Falcon,Thriller
My Fair Lady,Music
Sabrina,Romance
The Little Princess,Family
Meet Me in St. Louis,Romance
Gone with the Wind,War
Foreign Correspondent,War
Notorious,Romance
To Catch a Thief,Mystery
Father of the Bride,Family
Love in the Afternoon,Romance
Gigi,Romance
The Adventures of Robin Hood,Romance
The Ghost and Mrs. Muir,Mystery
Top Hat,Romance
Giant,Western
The Thin Man,Mystery
Around the World in Eighty Days,Family
It's a Wonderful Life,Fantasy
Lady of Burlesque,Mystery
Angel on My Shoulder,Romance
They Made Me a Criminal,Drama
The Inspector General,Romance
The Outlaw,Western
The African Queen,Romance
Beat the Devil,Comedy
Meet John Doe,Romance
Algiers,Mystery
The Pompatus of Love,Drama
Fly Away Home,Drama
Grace of My Heart,Music
Maximum Risk,Thriller
Set It Off,Crime
Curdled,Thriller
The Glimmer Man,Crime
D3: The Mighty Ducks,Drama
"Davy Crockett, King of the Wild Frontier",Family
Herbie Rides Again,Family
Old Yeller,Western
Homeward Bound: The Incredible Journey,Drama
That Darn Cat!,Comedy
Winnie the Pooh and the Blustery Day,Music
The Three Caballeros,Music
So Dear to My Heart,Family
Mary Poppins,Fantasy
Bedknobs and Broomsticks,Animation
The Fox and the Hound,Drama
The Sound of Music,Music
The Lawnmower Man,Science
Beautiful Thing,Romance
The Long Kiss Goodnight,Mystery
Everyone Says I Love You,Romance
Sleepers,Thriller
Aladdin and the King of Thieves,Family
Shall We Dance,Romance
A Damsel in Distress,Romance
Crossfire,Mystery
"Murder, My Sweet",Mystery
Macao,Romance
For the Moment,Romance
Sleeper,Science
Victor/Victoria,Romance
Dial M for Murder,Thriller
Platoon,Action
The Crying Game,Drama
Glengarry Glen Ross,Mystery
Top Gun,War
North Star,Drama
The Return of the Pink Panther,Crime
Drop Dead Fred,Family
The Abyss,Thriller
Monty Python and the Holy Grail,Fantasy
The Wrong Trousers,Family
The Return of Martin Guerre,Drama
The Tin Drum,War
The English Patient,War
Mediterraneo,War
Strictly Ballroom,Romance
The Thin Blue Line,Crime
Tie Me Up! Tie Me Down!,Drama
The Empire Strikes Back,Science
The Princess Bride,Fantasy
Aliens,Thriller
Lawrence of Arabia,History
Return of the Jedi,Science
Wings of Desire,Romance
Alien,Thriller
Army of Darkness,Comedy
The Big Blue,Romance
Ran,History
The Killer,Drama
The Blues Brothers,Action
A Grand Day Out,Comedy
Amadeus,Music
The Quiet Man,Romance
Annie Hall,Romance
Das Boot,History
The Sting,Drama
Harold and Maude,Romance
The Terminator,Science
Manhattan,Romance
Miller's Crossing,Crime
Touch of Evil,Crime
The Bridge on the River Kwai,War
Chinatown,Mystery
The Treasure of the Sierra Madre,Drama
Bad Taste,Horror
M,Thriller
Evil Dead II,Fantasy
The Great Escape,History
Diva,Music
Groundhog Day,Drama
Back to the Future,Science
Patton,War
Down by Law,Comedy
Highlander,Fantasy
Fantasia,Music
Heathers,Drama
The Killing Fields,History
Butch Cassidy and the Sundance Kid,Western
Until the End of the World,Science
When Harry Met Sally...,Drama
Mad Dog Time,Comedy
Audrey Rose,Horror
The Believers,Horror
Candyman,Thriller
Blood and Wine,Thriller
Albino Alligator,Thriller
The Mirror Has Two Faces,Romance
Nightwatch,Horror
The Preacher's Wife,Comedy
Ridicule,Romance
Star Trek II: The Wrath of Khan,Science
Young Guns,Adventure
Grease 2,Family
Jaws,Adventure
Mars Attacks!,Science
Jerry Maguire,Romance
Sneakers,Drama
Scream,Mystery
Michael,Fantasy
The Evening Star,Family
Evita,Music
Murder at 1600,Mystery
Hearts and Minds,Documentary
Inside,TV
Zeus & Roxanne,Comedy
Turbulence,Crime
First Strike,Comedy
Metro,Comedy
The Machine,Science
Dante's Peak,Thriller
Benny & Joon,Romance
Guantanamera,Romance
McHale's Navy,Romance
Kolya,Comedy
Gridlock'd,Comedy
Hotel de Love,Romance
Fools Rush In,Romance
Touch,Drama
Absolute Power,Thriller
That Old Feeling,Romance
Lost Highway,Mystery
Donnie Brasco,Thriller
City of Industry,Drama
Kama Sutra - A Tale of Love,Romance
Love Jones,Romance
Smilla's Sense of Snow,Drama
Crash,Romance
The Daytrippers,Mystery
The Devil's Own,Drama
Cats Don't Dance,Family
Turbo: A Power Rangers Movie,Family
Anaconda,Thriller
Grosse Pointe Blank,Thriller
Keys to Tulsa,Thriller
Paradise Road,History
A Chef in Love,Romance
Temptress Moon,Romance
Breakdown,Thriller
Commandments,Romance
"Truth or Consequences, N.M.",Drama
Warriors of Virtue,Action
The Fifth Element,Action
Brassed Off,Drama
The Lost World: Jurassic Park,Science
Rough Magic,Romance
Con Air,Crime
The Pillow Book,Romance
Speed 2: Cruise Control,Thriller
Batman & Robin,Fantasy
Roseanna's Grave,Drama
Face/Off,Science
Gabbeh,Romance
For Ever Mozart,War
Men in Black,Comedy
A Simple Wish,Family
Love Serenade,Romance
George of the Jungle,Family
Cop Land,Drama
Spawn,Fantasy
Air Bud,Drama
Conspiracy Theory,Mystery
Desperate Measures,Thriller
She's So Lovely,Thriller
Leave it to Beaver,Drama
Mimic,Thriller
Money Talks,Comedy
Excess Baggage,Romance
Kull the Conqueror,Action
The Hunt for Red October,Thriller
The Edge,Drama
L.A. Confidential,Mystery
Seven Years in Tibet,History
Kiss the Girls,Thriller
Kicked in the Head,Drama
The Game,Mystery
Chasing Amy,Romance
Mrs Brown,Romance
I Know What You Did Last Summer,Mystery
The Devil's Advocate,Mystery
RocketMan,Science
Playing God,Thriller
FairyTale: A True Story,Mystery
A Life Less Ordinary,Comedy
Hurricane Streets,Drama
Switchback,Mystery
Mad City,Thriller
The Tango Lesson,Romance
Welcome to Sarajevo,History
Deceiver,Drama
Witness,Romance
Starship Troopers,Thriller
Sliding Doors,Fantasy
Mortal Kombat: Annihilation,Science
"I Love You, I Love You Not",Romance
Red Corner,Thriller
The Jackal,Adventure
The Man Who Knew Too Little,Crime
Amistad,Mystery
Bent,Romance
Flubber,Science
Midnight in the Garden of Good and Evil,Mystery
Office Killer,Thriller
Tomorrow Never Dies,Thriller
Jackie Brown,Romance
Afterglow,Comedy
Great Expectations,Romance
3 Ninjas: High Noon at Mega Mountain,Family
Caught Up,Crime
Firestorm,Thriller
The Leading Man,Romance
Star Kid,Family
Shooting Fish,Romance
The Prophecy II,Thriller
Fallen Angels,Romance
Four Days in September,Foreign
Spice World,Drama
Deep Rising,Horror
A Letter from Death Row,Mystery
Music from Another Room,Romance
The Replacement Killers,Crime
B. Monkey,Drama
The Night Flier,Fantasy
Blues Brothers 2000,Comedy
Tokyo Fist,Drama
A Further Gesture,Romance
Palmetto,Drama
U.S. Marshals,Action
Welcome to Woop Woop,Fantasy
Love and Death on Long Island,Foreign
Suicide Kings,Crime
The Man in the Iron Mask,Drama
The Newton Boys,Drama
Wide Awake,Family
No Looking Back,Romance
The Object of My Affection,Romance
Meet the Deedles,Family
Homegrown,Comedy
Lost in Space,Science
Heaven's Burning,Thriller
Mercury Rising,Drama
The Spanish Prisoner,Mystery
City of Angels,Romance
The Last Days of Disco,Romance
My Giant,Family
Live Flesh,Thriller
Zero Effect,Mystery
Leather Jacket Love Story,Romance
Krippendorf's Tribe,Family
The Real Blonde,Romance
Mr. Nice Guy,Comedy
Character,History
The Big Hit,Comedy
Black Dog,Thriller
"Dancer, Texas Pop. 81",Family
Go Now,TV
Still Breathing,Romance
Deep Impact,Romance
Quest for Camelot,Drama
Fear and Loathing in Las Vegas,Comedy
Almost Heroes,Comedy
A Perfect Murder,Drama
Six Days Seven Nights,Comedy
Can't Hardly Wait,Romance
Cousin Bette,Romance
The Land Girls,War
Children of Heaven,Family
Dream for an Insomniac,Drama
Hav Plenty,Romance
Mulan,Adventure
Resurrection Man,Drama
I Went Down,Crime
Out of Sight,Crime
Picnic at Hanging Rock,Mystery
Buffalo '66,Crime
Lethal Weapon 4,Comedy
Madeline,Family
Small Soldiers,Fantasy
Pi,Thriller
Wings,Romance
The Broadway Melody,Romance
The Great Ziegfeld,Romance
Mrs. Miniver,War
Going My Way,Music
The Best Years of Our Lives,Romance
The Greatest Show on Earth,Romance
From Here to Eternity,Romance
West Side Story,Music
Tom Jones,History
In the Heat of the Night,Mystery
Oliver!,Music
The French Connection,Thriller
Repo Man,Science
Freddy's Dead: The Final Nightmare,Comedy
Friday the 13th Part VI: Jason Lives,Thriller
Halloween III: Season of the Witch,Science
Prom Night,Thriller
Prom Night III: The Last Kiss,Horror
Child's Play 3,Action
The Exorcist,Thriller
Exorcist II: The Heretic,Fantasy
The Exorcist III,Mystery
Lethal Weapon,Comedy
Lethal Weapon 2,Comedy
Lethal Weapon 3,Comedy
Gremlins,Comedy
Gremlins 2: The New Batch,Fantasy
The Goonies,Family
"This World, Then the Fireworks",Thriller
Back to the Future Part II,Family
Back to the Future Part III,Family
Freaky Friday,Family
The Absent-Minded Professor,Science
The Apple Dumpling Gang Rides Again,Western
Bambi,Family
The Godfather: Part III,Thriller
Disturbing Behavior,Science
Saving Private Ryan,War
The Black Hole,Science
Blackbeard's Ghost,Family
The Cat from Outer Space,Science
Condorman,Adventure
D2: The Mighty Ducks,Drama
Darby O'Gill and the Little People,Science
The Devil and Max Devlin,Science
The Gnome-Mobile,Family
The Great Mouse Detective,Family
The Happiest Millionaire,Family
Herbie Goes Bananas,Family
Herbie Goes To Monte Carlo,Family
Hocus Pocus,Fantasy
Honey I Blew Up the Kid,Family
"Honey, I Shrunk the Kids",Family
Hot Lead & Cold Feet,Family
In Search of the Castaways,Drama
The Negotiator,Crime
The Parent Trap,Family
The Purple Rose of Cairo,Romance
Out of the Past,Thriller
Doctor Zhivago,War
Fanny & Alexander,Mystery
Tender Mercies,Romance
The 'Burbs,Thriller
Blue Velvet,Mystery
Kidnapped,Drama
The Muppet Christmas Carol,Fantasy
Newsies,Family
One Hundred and One Dalmatians,Comedy
Popeye,Comedy
The Rescuers Down Under,Crime
The Rescuers,Animation
Return from Witch Mountain,Science
The Return of Jafar,Animation
Return to Oz,Fantasy
The Rocketeer,Science
Sleeping Beauty,Romance
Something Wicked This Way Comes,Thriller
Son of Flubber,Romance
Splash,Romance
L.A. Story,Fantasy
The Man with Two Brains,Science
The Lord of the Rings,Animation
Nineteen Eighty-Four,Science
Maximum Overdrive,Horror
All Dogs Go to Heaven,Family
The Addams Family,Fantasy
Ever After: A Cinderella Story,Comedy
Atlantic City,Romance
Adventures in Babysitting,Crime
Weird Science,Fantasy
Doctor Dolittle,Comedy
The Nutty Professor,Romance
Watership Down,Drama
The Secret of NIMH,Drama
An American Tail,Animation
An American Tail: Fievel Goes West,Family
House II: The Second Story,Comedy
How Stella Got Her Groove Back,Romance
"Henry II, Portrait of a Serial Killer",Thriller
Henry: Portrait of a Serial Killer,Horror
The NeverEnding Story,Fantasy
The Neverending Story II: The Next Chapter,Fantasy
Attack of the Killer Tomatoes!,Science
Return to Paradise,Romance
Dance with Me,Romance
Wrongfully Accused,Comedy
Next Stop Wonderland,Romance
The Navigator: A Medieval Odyssey,Drama
Rope,Mystery
Family Plot,Thriller
Frenzy,Mystery
Topaz,Mystery
Marnie,Mystery
The Wrong Man,Mystery
The Man Who Knew Too Much,Drama
The Trouble with Harry,Thriller
Strangers on a Train,Thriller
I Married a Strange Person!,Animation
Keep the Aspidistra Flying,Romance
Willow,Action
The Untouchables,History
Knock Off,Thriller
Phoenix,Crime
The Paradine Case,Thriller
Shadow of a Doubt,Thriller
Number Seventeen,Thriller
Rich and Strange,Thriller
Blackmail,Crime
The Lodger: A Story of the London Fog,Thriller
One Man's Hero,Drama
Simon Birch,Family
Seven Beauties,Foreign
Swept Away,Romance
Broadcast News,Romance
Working Girl,Romance
Married to the Mob,Romance
Say Anything...,Romance
Toys,Science
No Small Affair,Music
One Crazy Summer,Romance
About Last Night...,Romance
The Seventh Sign,Mystery
The Butcher's Wife,Science
Rush Hour,Crime
Six-String Samurai,Science
Ronin,Crime
Clay Pigeons,Drama
Monument Ave.,Crime
The Sheltering Sky,Romance
The Thing,Science
Stardust Memories,Romance
Edward Scissorhands,Romance
Antz,Comedy
What Dreams May Come,Romance
Detroit 9000,Crime
Practical Magic,Comedy
Pleasantville,Comedy
Soldier,Science
Tales from the Darkside: The Movie,Fantasy
Vampires,Fantasy
Living Out Loud,Romance
The Siege,Thriller
I Still Know What You Did Last Summer,Thriller
Meet Joe Black,Mystery
Hard Core Logo,Music
The Pope of Greenwich Village,Comedy
Sid & Nancy,Romance
Mona Lisa,Romance
Heart Condition,Science
Enemy of the State,Thriller
A Bug's Life,Comedy
Savior,War
Pink Flamingos,Crime
Godzilla,Science
Godzilla 1985,Horror
King Kong vs. Godzilla,Science
The Emerald Forest,Drama
Fletch,Mystery
Fletch Lives,Mystery
Red Sonja,Action
A View to a Kill,Thriller
Lifeforce,Science
Babe: Pig in the City,Drama
Home Fries,Romance
Very Bad Things,Thriller
Psycho,Thriller
A Simple Plan,Thriller
The Prince of Egypt,Drama
Santa Claus: The Movie,Adventure
Prancer,Fantasy
Rambo: First Blood Part II,Thriller
First Blood,Thriller
Rambo III,Thriller
The Jewel of the Nile,Comedy
Romancing the Stone,Comedy
Cocoon,Science
Cocoon: The Return,Science
Clue,Crime
Young Sherlock Holmes,Crime
Heartburn,Romance
Nothing in Common,Romance
"The Karate Kid, Part II",Action
The Thin Red Line,War
The Faculty,Science
Mighty Joe Young,Drama
Tea with Mussolini,War
Outside Ozona,Drama
Another Day in Paradise,Drama
The Hi-Lo Country,Western
24 7: Twenty Four Seven,Romance
Varsity Blues,Romance
Virus,Science
Howard the Duck,Science
The Boy Who Could Fly,Fantasy
The Fly,Science
Armed and Dangerous,Crime
Texas Chainsaw Massacre: The Next Generation,Thriller
Belizaire the Cajun,History
The Name of the Rose,Mystery
Jumpin' Jack Flash,Thriller
Peggy Sue Got Married,Fantasy
52 Pick-Up,Thriller
Heartbreak Ridge,Drama
Firewalker,Comedy
The Day of the Beast,Horror
"Blood, Guts, Bullets and Octane",Thriller
Payback,Thriller
The Last Days,History
Fantastic Planet,Science
My Favorite Martian,Family
200 Cigarettes,Romance
8MM,Mystery
The Other Sister,Romance
Eight Days a Week,Romance
The Long Goodbye,Drama
Airport,Thriller
Airport 1975,Drama
Airport '77,Drama
Westworld,Drama
Logan's Run,Romance
Avalanche,Drama
Earthquake,Thriller
The Concorde... Airport '79,Thriller
Beyond the Poseidon Adventure,Drama
The Corruptor,Mystery
Cruel Intentions,Thriller
The School of Flesh,Mystery
The Rage: Carrie 2,Science
Dead Ringers,Thriller
Telling You,Romance
Ravenous,Thriller
The King and I,Romance
Doug's 1st Movie,Comedy
The Mod Squad,Thriller
10 Things I Hate About You,Drama
Following,Thriller
Go,Thriller
Never Been Kissed,Drama
Cookie's Fortune,Thriller
Lovers of the Arctic Circle,Romance
Goodbye Lover,Crime
Friends & Lovers,Drama
SLC Punk,Comedy
eXistenZ,Science
Entrapment,Mystery
Idle Hands,Horror
Night of the Comet,Science
My Science Project,Fantasy
Dick Tracy,Comedy
Edge of Seventeen,Romance
Star Wars: Episode I - The Phantom Menace,Science
Frogs for Snakes,Crime
The Saragossa Manuscript,Fantasy
The Mummy's Tomb,Horror
Superman II,Fantasy
Superman III,Adventure
Superman IV: The Quest for Peace,Science
House of Frankenstein,Science
The Ghost of Frankenstein,Science
Frankenstein Meets the Wolf Man,Science
The Rocky Horror Picture Show,Music
The Mole People,Horror
Pork Chop Hill,Drama
Notting Hill,Drama
Twice Upon a Yesterday,Romance
Instinct,Thriller
Limbo,Thriller
Austin Powers: The Spy Who Shagged Me,Crime
Promise Her Anything,Fantasy
The Red Violin,Mystery
The General's Daughter,Mystery
An Ideal Husband,Romance
Run Lola Run,Thriller
My Son the Fanatic,Foreign
"South Park: Bigger, Longer & Uncut",Music
Wild Wild West,Comedy
Summer of Sam,Crime
Arlington Road,Mystery
Muppets from Space,Science
Lake Placid,Action
The Wood,Romance
The Haunting,Fantasy
Inspector Gadget,Comedy
Mystery Men,Action
The Killing,Thriller
Killer's Kiss,Thriller
Spartacus,History
Barry Lyndon,War
Vibes,Comedy
The Golden Child,Comedy
Brighton Beach Memoirs,Romance
Ménage,Comedy
Little Shop of Horrors,Music
Allan Quatermain and the Lost City of Gold,Comedy
The Morning After,Mystery
Outrageous Fortune,Mystery
The Bedroom Window,Mystery
Wanted: Dead or Alive,Crime
The Iron Giant,Family
The Sixth Sense,Drama
The Thomas Crown Affair,Thriller
The Yards,Thriller
Tales of Terror,Horror
Haunted Honeymoon,Music
Cat's Eye,Horror
Damien: Omen II,Horror
Omen III: The Final Conflict,Thriller
National Lampoon’s European Vacation,Romance
National Lampoon's Vacation,Romance
Big,Comedy
Little Nemo: Adventures In Slumberland,Family
Tequila Sunrise,Crime
The Pelican Brief,Thriller
Mickey Blue Eyes,Romance
Universal Soldier,Science
In Too Deep,Thriller
Iron Eagle,War
Iron Eagle II,Drama
Three Days of the Condor,Mystery
The 13th Warrior,Action
Dudley Do-Right,Romance
Chill Factor,Thriller
Outside Providence,Drama
Bedrooms and Hallways,Romance
West Beyrouth,Comedy
Stir of Echoes,Thriller
Best Laid Plans,Crime
Whiteboyz,Music
The Adventures of Milo and Otis,Family
Only Angels Have Wings,Drama
A Soldier's Story,War
Alice Sweet Alice,Thriller
I Saw What You Did,Thriller
Yellow Submarine,Music
Blue Streak,Crime
Caligula,Romance
Deliverance,Thriller
Lulu on the Bridge,Romance
Sommersby,Mystery
Thumbelina,Family
Armour of God II: Operation Condor,Crime
Armour of God,Comedy
Double Jeopardy,Mystery
Jakob the Liar,History
Mumford,Romance
Simon Sez,Thriller
Drive Me Crazy,Romance
Three Kings,Comedy
Plunkett & MacLeane,Comedy
Romance,Comedy
Napoleon and Samantha,Drama
Alvarez Kelly,Western
And the Ship Sails On,Foreign
Monkey Shines,Horror
Psycho II,Thriller
Sanjuro,Comedy
The Limey,Drama
The Mating Habits of the Earthbound Human,Science
Molly,Romance
Total Recall,Science
Body Heat,Crime
The Year of Living Dangerously,Romance
Time of the Gypsies,Crime
Sullivan's Travels,Drama
Niagara,Thriller
Gilda,Thriller
South Pacific,War
Flashdance,Romance
The Dirty Dozen,War
Mike's Murder,Thriller
Goldfinger,Thriller
From Russia with Love,Adventure
Dr. No,Thriller
The Blue Lagoon,Drama
Home Alone 2: Lost in New York,Adventure
Someone to Watch Over Me,Romance
Beefcake,Documentary
The Story of Us,Romance
Time Bandits,Science
Fitzcarraldo,Drama
RoboCop,Science
RoboCop 2,Crime
Who Framed Roger Rabbit,Comedy
For Your Eyes Only,Thriller
Licence to Kill,Thriller
Live and Let Die,Thriller
Thunderball,Thriller
House on Haunted Hill,Thriller
Being John Malkovich,Comedy
Princess Mononoke,Animation
Train of Life,War
The Bone Collector,Thriller
Last Night,Science
Bride of Re-Animator,Science
Coma,Drama
Creepshow,Fantasy
Falling Down,Thriller
The General,Comedy
My Best Girl,Romance
Nighthawks,Thriller
Mister Roberts,Family
Little Big Man,History
The Incredibly True Adventure of Two Girls In Love,Romance
Anywhere But Here,Romance
Dogma,Adventure
The Messenger: The Story of Joan of Arc,Action
Oxygen,Crime
Where's Marlowe?,Thriller
The Commitments,Music
Holiday Inn,Music
The Longest Day,History
Tora! Tora! Tora!,Drama
Moonstruck,Romance
Repulsion,Thriller
"Goodbye, 20th Century",Fantasy
Sleepy Hollow,Thriller
The World Is Not Enough,Thriller
Scrooged,Drama
